"Excel Table 1: Differentially methylatied positions (p < 0.05) within the Chile PBMC study. Models adjusted for sex, age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg16682676,0.20,0.01911292841,0.78,1.00,chr21,28288772,,
cg14923438,-0.14,0.01911408844,0.78,1.00,chr8,11182872,MTMR9,3'UTR
cg16072165,-0.14,0.01911714859,0.78,1.00,chr14,50312532,NEMF;NEMF,Body;Body
cg07812841,-0.13,0.01911749626,0.78,1.00,chr17,35608959,ACACA;ACACA;ACACA;ACACA;ACACA,Body;Body;Body;Body;Body
cg23378992,0.19,0.01911825946,0.78,1.00,chr12,111051514,TCTN1;TCTN1;TCTN1,TSS1500;TSS1500;TSS1500
cg02932123,-0.16,0.01911836068,0.78,1.00,chr11,9537803,ZNF143;ZNF143;ZNF143,Body;Body;Body
cg00040427,-0.21,0.01911975195,0.78,1.00,chr19,14044197,PODNL1;PODNL1;PODNL1,Body;Body;Body
cg07334912,-0.23,0.01912053523,0.78,1.00,chr20,18569196,DTD1,Body
cg15872760,0.15,0.01912107894,0.78,1.00,chr22,33119230,SYN3;SYN3;SYN3,Body;Body;Body
cg03073665,-0.13,0.0191224508,0.78,1.00,chr5,97480475,,
cg09230376,-0.18,0.01912270927,0.78,1.00,chr7,92090785,,
cg23402769,-0.17,0.01912287602,0.78,1.00,chr7,16685581,BZW2;ANKMY2;BZW2;BZW2,TSS200;TSS200;TSS200;TSS200
cg08802881,-0.14,0.01912500028,0.78,1.00,chr3,58045895,FLNB;FLNB;FLNB;FLNB,Body;Body;Body;Body
cg04737166,-0.23,0.01912582583,0.78,1.00,chr9,34372878,KIAA1161,Body
cg23109129,0.17,0.01912664837,0.78,1.00,chr4,145568182,HHIP,Body
cg27532955,0.22,0.01912679038,0.78,1.00,chr12,132956674,,
cg14339134,0.22,0.0191272529,0.78,1.00,chr5,95768053,PCSK1;PCSK1;LOC101929710,TSS200;Body;Body
cg09717219,-0.15,0.01912747179,0.78,1.00,chr16,53482893,RBL2,Body
cg08140751,0.26,0.01912750927,0.78,1.00,chr4,140965837,MAML3,Body
cg07866519,-0.14,0.01912899769,0.78,1.00,chr3,189814678,P3H2;P3H2,Body;5'UTR
cg08487558,0.14,0.01913315096,0.78,1.00,chr22,30791859,SEC14L2;SEC14L2;SEC14L2;SEC14L2,TSS1500;TSS1500;TSS1500;TSS1500
cg20992177,-0.15,0.01913494068,0.78,1.00,chr17,39990015,NT5C3L,Body
cg19003975,0.28,0.01913576447,0.78,1.00,chr8,35392042,UNC5D,Body
cg16598423,0.28,0.01913776418,0.78,1.00,chr10,1458151,ADARB2,Body
cg01335323,-0.18,0.01913862147,0.78,1.00,chr15,56783103,,
cg11501364,-0.14,0.01913888233,0.78,1.00,chr13,99851660,UBAC2,TSS1500
cg08663985,-0.16,0.01914026537,0.78,1.00,chr1,85036298,CTBS,Body
cg21464435,-0.17,0.01914063767,0.78,1.00,chr19,17563138,,
cg19060823,0.26,0.01914445681,0.78,1.00,chr12,69081387,NUP107,Body
cg01357591,-0.32,0.01914774466,0.78,1.00,chr16,87993364,BANP;BANP;BANP;BANP;BANP;BANP,TSS200;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg17606785,0.18,0.01914863542,0.78,1.00,chr14,23834808,EFS;EFS;EFS;EFS,1stExon;1stExon;5'UTR;5'UTR
cg05644154,-0.17,0.01914871248,0.78,1.00,chr6,157745565,TMEM242,TSS1500
cg19441717,0.12,0.0191502283,0.78,1.00,chr4,85422453,,
cg03090621,0.26,0.01915109174,0.78,1.00,chr2,222264095,,
cg02195995,-0.14,0.01915297843,0.78,1.00,chr7,18425285,,
cg01013566,0.10,0.01915331487,0.78,1.00,chr12,7000250,,
cg05427272,0.22,0.01915425995,0.78,1.00,chr14,70042299,CCDC177,TSS1500
cg02775867,-0.14,0.01915557457,0.78,1.00,chr20,45438576,,
cg02215538,0.19,0.01915574368,0.78,1.00,chr5,139782041,ANKHD1;ANKHD1-EIF4EBP3;ANKHD1;ANKHD1,Body;Body;Body;Body
cg00220692,0.21,0.01915777831,0.78,1.00,chr10,103343122,POLL;POLL;POLL;POLL;POLL,Body;Body;Body;Body;Body
cg05142942,0.22,0.01916012634,0.78,1.00,chr15,77320211,PSTPIP1,Body
cg03064626,-0.26,0.01916025917,0.78,1.00,chr2,61778147,,
cg07963705,-0.19,0.01916036375,0.78,1.00,chr10,33212865,ITGB1;ITGB1;ITGB1;ITGB1;ITGB1;ITGB1,Body;Body;Body;Body;Body;Body
cg01589559,-0.14,0.01916190729,0.78,1.00,chr12,27123701,,
cg20077208,-0.13,0.01916355873,0.78,1.00,chr11,65349222,EHBP1L1,Body
cg13673837,0.50,0.01916618648,0.78,1.00,chr19,15306670,NOTCH3,Body
cg26312920,0.19,0.01916719751,0.78,1.00,chr7,31380390,NEUROD6;NEUROD6,5'UTR;1stExon
cg03745383,0.31,0.01916747723,0.78,1.00,chr17,31662900,ACCN1,Body
cg05405275,0.23,0.01916803219,0.78,1.00,chr7,150525013,,
cg09361995,-0.14,0.01916813135,0.78,1.00,chr8,63943870,GGH,Body
cg00929254,-0.39,0.01916903076,0.78,1.00,chr10,134043449,STK32C,Body
cg07474051,-0.15,0.01916938298,0.78,1.00,chr12,120942642,COQ5,Body
cg03157766,-0.13,0.01917102363,0.78,1.00,chr17,15985269,NCOR1;NCOR1,Body;Body
cg15090644,-0.18,0.01917130334,0.78,1.00,chr12,94954628,MIR5700,TSS1500
cg07844613,-0.29,0.01917152355,0.78,1.00,chr8,38831192,HTRA4;PLEKHA2,TSS1500;3'UTR
cg01139403,0.25,0.01917201877,0.78,1.00,chr11,126815651,KIRREL3;KIRREL3,Body;Body
cg14027811,-0.18,0.01917294328,0.78,1.00,chr10,52294401,SGMS1,5'UTR
cg17405031,0.22,0.01917396119,0.78,1.00,chr1,91319662,,
cg16055132,-0.16,0.01917578045,0.78,1.00,chr13,109538794,MYO16,Body
cg19984036,0.39,0.01917579825,0.78,1.00,chr1,230561551,PGBD5,1stExon
cg23736989,-0.13,0.01917600086,0.78,1.00,chr3,8979651,RAD18,Body
cg19345662,-0.32,0.01917640946,0.78,1.00,chr19,48697722,,
cg07548381,0.18,0.01918007341,0.78,1.00,chr7,100483147,SRRT;SRRT;SRRT;SRRT,Body;Body;Body;Body
cg09871054,0.22,0.01918198854,0.78,1.00,chr1,85006208,SPATA1,Body
cg15576233,0.24,0.01918241611,0.78,1.00,chr8,80679932,HEY1;HEY1;HEY1;HEY1,1stExon;5'UTR;5'UTR;1stExon
cg08099685,-0.13,0.01918314091,0.78,1.00,chr16,644309,RAB40C,Body
cg10770329,-0.14,0.01918368399,0.78,1.00,chr3,182704406,DCUN1D1,TSS1500
cg04737356,0.31,0.01918383265,0.78,1.00,chr8,22058733,BMP1;BMP1;BMP1,Body;3'UTR;3'UTR
cg19863073,-0.16,0.01918481375,0.78,1.00,chr1,213189823,ANGEL2,TSS1500
cg07757252,-0.13,0.01918574724,0.78,1.00,chr3,52274561,TWF2,TSS1500
cg23468878,0.32,0.01918585529,0.78,1.00,chr3,147126425,ZIC1,TSS1500
cg08203091,-0.18,0.01918700721,0.78,1.00,chr9,78913892,PCSK5,Body
cg27029940,-0.21,0.01918713,0.78,1.00,chr1,161277082,MPZ,Body
cg02573572,-0.16,0.01918946772,0.78,1.00,chr20,18121410,PET117;CSRP2BP,Body;TSS1500
cg15448616,0.23,0.01919108703,0.78,1.00,chr14,72399846,RGS6;RGS6,5'UTR;1stExon
cg27068619,0.26,0.019191327,0.78,1.00,chr7,149439536,,
cg12788755,-0.28,0.01919328936,0.78,1.00,chr6,70576174,COL19A1,TSS1500
cg07940373,-0.18,0.01919448811,0.78,1.00,chr12,117136058,,
cg20441066,0.17,0.01919493149,0.78,1.00,chr6,146637577,GRM1;GRM1;GRM1;GRM1,Body;Body;Body;Body
cg09201266,-0.21,0.01919527478,0.78,1.00,chr12,7279013,RBP5,Body
cg25367249,-0.14,0.0191959686,0.78,1.00,chr12,96127072,NTN4,Body
cg06560257,-0.24,0.01919691592,0.78,1.00,chr10,7286032,SFMBT2;SFMBT2,Body;Body
cg15274175,-0.19,0.01919731725,0.78,1.00,chr5,68509526,,
cg21837669,0.19,0.01919754924,0.78,1.00,chr12,103889307,C12orf42;C12orf42,5'UTR;5'UTR
cg15583285,-0.35,0.01919940772,0.78,1.00,chr6,99287924,,
cg16910350,-0.17,0.01919955832,0.78,1.00,chr17,79828963,ARHGDIA;ARHGDIA;ARHGDIA;ARHGDIA;ARHGDIA;ARHGDIA;ARHGDIA;ARHGDIA,Body;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;TSS200;TSS200
cg25344734,0.37,0.01919965905,0.78,1.00,chr11,13030643,RASSF10,TSS200
cg10824354,-0.15,0.01920213356,0.78,1.00,chr17,47049956,,
cg26246486,0.27,0.01920224263,0.78,1.00,chr9,23822366,ELAVL2;ELAVL2;ELAVL2,5'UTR;TSS1500;TSS1500
cg01211124,-0.16,0.01920371036,0.78,1.00,chr13,25874859,NUPL1;NUPL1,TSS1500;TSS1500
cg08483444,-0.11,0.01920574037,0.78,1.00,chr2,26784141,C2orf70,TSS1500
cg14031698,0.21,0.01920622129,0.78,1.00,chr3,158679760,,
cg15207358,-0.18,0.01920634745,0.78,1.00,chr15,44184056,FRMD5;FRMD5;FRMD5;FRMD5,Body;Body;Body;Body
cg26101366,-0.19,0.01920651282,0.78,1.00,chr17,46805563,HOXB13,1stExon
cg22351198,-0.20,0.0192071438,0.78,1.00,chr6,89692685,,
cg21354581,-0.25,0.01920714961,0.78,1.00,chr10,25146646,PRTFDC1,Body
cg01763236,-0.21,0.01920805382,0.78,1.00,chr1,63833110,ALG6,TSS200
cg27558921,-0.14,0.01920855661,0.78,1.00,chr11,75624239,UVRAG,Body
cg17187715,-0.23,0.01920910006,0.78,1.00,chr9,35816553,,
cg11225642,-0.14,0.01921084609,0.78,1.00,chr1,229366265,,
cg12765687,0.25,0.01921321421,0.78,1.00,chr12,56029543,OR10P1,TSS1500
cg05999983,-0.30,0.019213412,0.78,1.00,chr1,214157936,PROX1-AS1,Body
cg16275483,0.26,0.01921447698,0.78,1.00,chr1,110013120,SYPL2,Body
cg02160701,0.34,0.01921479884,0.78,1.00,chr4,54966856,GSX2,1stExon
cg10882295,-0.16,0.01921499866,0.78,1.00,chr6,139266737,REPS1;REPS1;REPS1;REPS1,Body;Body;Body;Body
cg13049373,-0.16,0.01921633054,0.78,1.00,chr14,71779353,,
cg03276795,-0.14,0.0192186302,0.78,1.00,chr1,109167248,FAM102B;FAM102B,ExonBnd;Body
cg13373392,0.22,0.01921927053,0.78,1.00,chr10,110636920,,
cg07838495,-0.25,0.01921952504,0.78,1.00,chr17,8287763,RPL26,TSS1500
cg09527106,0.14,0.01921954122,0.78,1.00,chr5,159201696,,
cg08571531,-0.25,0.01922062873,0.78,1.00,chr16,87426289,FBXO31;MAP1LC3B,TSS1500;Body
cg13016314,-0.23,0.01922178465,0.78,1.00,chr8,99958470,OSR2;OSR2,5'UTR;5'UTR
cg02822866,-0.17,0.01922185609,0.78,1.00,chr4,2762517,,
cg27192597,-0.23,0.01922547598,0.78,1.00,chr19,10400464,ICAM5,TSS200
cg15193475,-0.14,0.01922593738,0.78,1.00,chr15,80998711,FAM108C1,Body
cg20346580,-0.30,0.01922601684,0.78,1.00,chr20,11656707,,
cg01485362,-0.16,0.01922689309,0.78,1.00,chr6,107971593,SOBP,3'UTR
cg12821724,0.19,0.01922699443,0.78,1.00,chr20,4990320,SLC23A2,5'UTR
cg23803603,-0.31,0.01922702081,0.78,1.00,chr1,2058230,PRKCZ;PRKCZ;PRKCZ,5'UTR;Body;5'UTR
cg03969721,-0.27,0.01922769696,0.78,1.00,chr5,132437251,HSPA4,Body
cg23012937,-0.31,0.01922794516,0.78,1.00,chr19,41304072,EGLN2;EGLN2;RAB4B-EGLN2,TSS1500;TSS1500;Body
cg04645817,-0.14,0.01922880917,0.78,1.00,chr15,89693656,ABHD2;ABHD2,Body;Body
cg10274637,0.18,0.01923002576,0.78,1.00,chr21,46021787,KRTAP10-7;TSPEAR;TSPEAR,3'UTR;Body;5'UTR
cg00146168,-0.14,0.01923073166,0.78,1.00,chr7,87811159,ADAM22;ADAM22;ADAM22;ADAM22;ADAM22,Body;Body;Body;Body;Body
cg12363472,0.16,0.01923238341,0.78,1.00,chr6,166218867,,
cg25938092,-0.21,0.01923334092,0.78,1.00,chr2,20227727,,
cg26398836,-0.20,0.01923440624,0.78,1.00,chr1,2574349,,
cg05930438,-0.16,0.01923447726,0.78,1.00,chr14,74770281,ABCD4;ABCD4,TSS1500;TSS1500
cg06159484,-0.15,0.01923460269,0.78,1.00,chr1,8087590,ERRFI1,TSS1500
cg04465552,-0.16,0.01923486666,0.78,1.00,chr5,93200579,FAM172A;FAM172A;FAM172A;FAM172A,Body;Body;Body;Body
cg20668001,-0.16,0.01923752663,0.78,1.00,chr5,134235666,TXNDC15,3'UTR
cg19211382,0.36,0.01923755656,0.78,1.00,chr21,15645810,ABCC13;ABCC13,TSS1500;TSS1500
cg03052137,0.21,0.01923883368,0.78,1.00,chr2,203500768,FAM117B,Body
cg17140208,-0.16,0.01924037507,0.78,1.00,chr4,146826739,ZNF827,Body
cg09009983,-0.15,0.01924051767,0.78,1.00,chr3,71203748,FOXP1,Body
cg11425449,-0.17,0.01924445377,0.78,1.00,chr5,7868703,MTRR;MTRR;FASTKD3,TSS1500;TSS1500;5'UTR
cg27447165,-0.14,0.01924449153,0.78,1.00,chr7,156756135,NOM1,Body
cg09988995,-0.22,0.01924475407,0.78,1.00,chr14,73700839,,
cg22841208,-0.17,0.0192480541,0.78,1.00,chr8,60051499,,
cg05250953,-0.53,0.01924927013,0.78,1.00,chr7,92463343,CDK6;CDK6,5'UTR;TSS200
cg22509199,-0.13,0.01924953095,0.78,1.00,chr7,81299248,LOC100128317,Body
cg10100093,0.19,0.01924983064,0.78,1.00,chr5,64920880,TRIM23;TRIM23;TRIM23;TRAPPC13;TRAPPC13;TRAPPC13;TRAPPC13;TRAPPC13;TRAPPC13;TRAPPC13;TRAPPC13;TRAPPC13,TSS1500;TSS1500;TSS1500;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon;1stExon;Body
cg04937402,-0.15,0.0192500514,0.78,1.00,chr14,23770452,PPP1R3E,Body
cg16349819,0.15,0.01925019004,0.78,1.00,chr12,41902312,PDZRN4;PDZRN4,Body;Body
cg27243190,-0.20,0.01925109238,0.78,1.00,chr1,65306941,JAK1;JAK1,ExonBnd;Body
cg08676510,0.17,0.01925147284,0.78,1.00,chr16,86253581,,
cg12125508,0.21,0.01925195238,0.78,1.00,chr12,57580097,LRP1,Body
cg17280022,0.29,0.01925199523,0.78,1.00,chr5,171830914,SH3PXD2B;SH3PXD2B,Body;Body
cg06738349,0.25,0.01925324484,0.78,1.00,chr12,125122643,,
cg07839208,-0.15,0.01925429782,0.78,1.00,chr16,48596443,N4BP1,Body
cg09097845,-0.14,0.01925462017,0.78,1.00,chr10,13146136,OPTN;OPTN;OPTN;OPTN,5'UTR;5'UTR;5'UTR;5'UTR
cg23284646,0.26,0.01925764955,0.78,1.00,chr4,17616339,MED28,1stExon
cg06154650,-0.22,0.0192581388,0.78,1.00,chr11,17192942,,
cg08795640,-0.24,0.01925898978,0.78,1.00,chr3,42631642,SS18L2,TSS1500
cg17981439,0.22,0.01926008823,0.78,1.00,chr10,1551326,ADARB2,Body
cg18812629,-0.17,0.01926042501,0.78,1.00,chr1,231035641,,
cg14559212,0.34,0.01926070595,0.78,1.00,chr2,9983052,TAF1B,TSS1500
cg02565793,-0.23,0.01926142397,0.78,1.00,chr18,20634328,,
cg18556579,0.24,0.01926147607,0.78,1.00,chr16,30099882,TBX6;TBX6,Body;ExonBnd
cg22512768,0.16,0.01926151779,0.78,1.00,chr4,139932535,,
cg17197021,-0.13,0.01926339731,0.78,1.00,chr9,98741935,ERCC6L2,Body
cg12728606,-0.20,0.01926433158,0.78,1.00,chr4,7903970,AFAP1;AFAP1,5'UTR;5'UTR
cg26081613,0.27,0.01926621998,0.78,1.00,chr14,71375319,PCNX,Body
cg09263634,0.22,0.01926746951,0.78,1.00,chr5,38428206,EGFLAM;EGFLAM;EGFLAM,Body;Body;Body
cg01365708,-0.15,0.01926800079,0.78,1.00,chr12,76957067,,
cg10485664,0.43,0.01926814365,0.78,1.00,chr7,121946036,FEZF1;FEZF1,TSS1500;TSS1500
cg15287095,0.16,0.01926935919,0.78,1.00,chr2,23584501,,
cg15861644,0.20,0.01927015548,0.78,1.00,chr16,24551409,RBBP6;RBBP6;RBBP6;RBBP6;RBBP6;RBBP6,5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon
cg25994278,-0.70,0.0192736322,0.78,1.00,chr3,179040587,ZNF639;ZNF639;ZNF639,TSS1500;TSS200;TSS200
cg23249414,0.17,0.01927585577,0.78,1.00,chr16,49380143,,
cg12296605,0.30,0.01927588264,0.78,1.00,chr8,106331317,ZFPM2,Body
cg26223548,0.24,0.01927841084,0.78,1.00,chr14,54466170,,
cg18327321,-0.14,0.01927895459,0.78,1.00,chr7,157193101,DNAJB6,Body
cg19446340,-0.16,0.01927992047,0.78,1.00,chr4,101208932,,
cg02784178,0.25,0.0192799634,0.78,1.00,chr15,83350421,CPEB1-AS1;AP3B2;AP3B2;AP3B2,Body;Body;Body;Body
cg02879927,-0.20,0.01928172377,0.78,1.00,chr2,143687669,KYNU;KYNU;KYNU,Body;Body;Body
cg13874979,-0.21,0.01928174502,0.78,1.00,chr2,23929590,KLHL29,3'UTR
cg02545139,-0.17,0.01928427795,0.78,1.00,chr9,95798393,FGD3;FGD3;FGD3,3'UTR;3'UTR;3'UTR
cg25285598,0.37,0.01928450755,0.78,1.00,chr10,2967371,,
cg03080692,0.33,0.01928469378,0.78,1.00,chr7,83823911,SEMA3A;SEMA3A,5'UTR;1stExon
cg26082324,-0.15,0.0192867039,0.78,1.00,chr5,96517289,RIOK2;RIOK2,Body;Body
cg08873300,0.21,0.01928837728,0.78,1.00,chr9,36091888,RECK,Body
cg07071410,-0.14,0.01928861613,0.78,1.00,chr7,7851657,UMAD1;UMAD1;UMAD1,Body;Body;Body
cg18193613,-0.13,0.01928882711,0.78,1.00,chr2,120524677,PTPN4,5'UTR
cg12897503,-0.17,0.0192916035,0.78,1.00,chr19,54170929,MIR512-2;MIR512-1,TSS1500;TSS1500
cg05898782,-0.15,0.01929284064,0.78,1.00,chr14,70884105,SYNJ2BP,TSS1500
cg19623359,-0.18,0.01929429174,0.78,1.00,chr15,80994554,ABHD17C,Body
cg01970030,-0.18,0.01929736722,0.78,1.00,chr2,217120630,,
cg26912485,0.20,0.0192993115,0.78,1.00,chr11,134254936,B3GAT1;B3GAT1,Body;Body
cg09460013,0.31,0.01929996355,0.78,1.00,chr6,48037336,PTCHD4;PTCHD4,TSS1500;TSS1500
cg02574033,-0.16,0.01930170362,0.78,1.00,chr7,141398961,KIAA1147,Body
cg02006790,-0.16,0.01930260697,0.78,1.00,chr8,141540481,,
cg01645865,0.22,0.01930306098,0.78,1.00,chr7,31231356,,
cg14413394,-0.70,0.01930580178,0.78,1.00,chr5,57590332,,
cg06461159,0.19,0.01930601857,0.78,1.00,chr8,109931290,,
cg00128718,0.22,0.0193069041,0.78,1.00,chr13,43252734,,
cg08446907,-0.17,0.01930790681,0.78,1.00,chr16,30715309,SRCAP,Body
cg27592465,-0.16,0.01930841937,0.78,1.00,chr16,2315779,RNPS1;RNPS1,5'UTR;5'UTR
cg14309394,-0.16,0.01931021828,0.78,1.00,chr11,61254687,PPP1R32;PPP1R32,Body;Body
cg15485511,-0.14,0.01931407542,0.78,1.00,chr13,102369946,ITGBL1,3'UTR
cg10746159,0.24,0.0193141967,0.78,1.00,chr10,127371797,C10orf122,TSS200
cg21156438,-0.18,0.01931467346,0.78,1.00,chr13,112610318,,
cg05447955,-0.16,0.01931734923,0.78,1.00,chr11,78125675,GAB2,Body
cg16371032,0.24,0.01931749453,0.78,1.00,chr8,95654541,ESRP1;ESRP1;ESRP1;ESRP1;ESRP1,Body;Body;Body;Body;Body
cg10446502,-0.15,0.01931755575,0.78,1.00,chr18,77875471,ADNP2,Body
cg15549821,-0.69,0.01931800618,0.78,1.00,chr19,49342101,PLEKHA4;PLEKHA4,Body;Body
cg14139125,0.16,0.01931993932,0.78,1.00,chr6,170893945,PDCD2;PDCD2,TSS200;TSS200
cg10897447,0.19,0.01932061814,0.78,1.00,chr16,89660269,CPNE7;CPNE7,Body;Body
cg20467667,0.14,0.0193224781,0.78,1.00,chr10,75987922,ADK;ADK;ADK;ADK,Body;Body;Body;Body
cg22337509,0.26,0.01932251334,0.78,1.00,chr1,204093899,SOX13,Body
cg09677741,0.35,0.01932292448,0.78,1.00,chr5,137071648,KLHL3;KLHL3,5'UTR;1stExon
cg18977617,-0.15,0.01932372762,0.78,1.00,chr18,32291165,DTNA;DTNA;DTNA;DTNA;DTNA;DTNA;DTNA;DTNA;DTNA;DTNA,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg03746551,-0.16,0.01932829645,0.78,1.00,chr7,100973581,,
cg21670708,-0.16,0.01932880349,0.78,1.00,chr8,127566191,FAM84B,3'UTR
cg16442852,0.17,0.01932887446,0.78,1.00,chr8,738271,,
cg06208130,-0.14,0.01932955274,0.78,1.00,chr18,46570302,DYM,3'UTR
cg15736994,0.20,0.01933029573,0.78,1.00,chr4,156775941,ACCN5,Body
cg12881338,-0.25,0.01933042846,0.78,1.00,chr1,113352175,,
cg08186341,-0.19,0.01933243293,0.78,1.00,chr16,70563092,SF3B3;SNORD111B,Body;TSS1500
cg06619077,0.31,0.01933718741,0.78,1.00,chr1,47656003,PDZK1IP1,TSS1500
cg02069999,0.21,0.01933786552,0.78,1.00,chr6,88183393,SLC35A1;SLC35A1,Body;Body
cg15377531,-0.18,0.01933832322,0.78,1.00,chr15,79584655,ANKRD34C,5'UTR
cg07927396,-0.20,0.01933888951,0.78,1.00,chr2,10972660,,
cg18127957,-0.16,0.01934033455,0.78,1.00,chr10,128072709,ADAM12;ADAM12,Body;Body
cg25971458,-0.14,0.01934076101,0.78,1.00,chr2,164468199,FIGN,Body
cg01485377,0.17,0.01934267006,0.78,1.00,chr11,91527598,,
cg04653012,-0.20,0.01934288137,0.78,1.00,chr16,58163677,C16orf80,TSS1500
cg12746356,0.65,0.01934313141,0.78,1.00,chr10,124220874,HTRA1,TSS200
cg10717522,-0.12,0.01934332572,0.78,1.00,chr2,191792078,GLS;GLS,Body;Body
cg08343730,-0.13,0.01934335505,0.78,1.00,chr16,74955958,WDR59,Body
cg20298015,0.21,0.019344128,0.78,1.00,chr3,33316001,,
cg15660143,-0.15,0.01934459831,0.78,1.00,chr6,37474410,LOC100505530,TSS1500
cg00756887,-0.17,0.01934547561,0.78,1.00,chr1,161059654,PVRL4,TSS1500
cg21667751,0.19,0.01934628244,0.78,1.00,chr2,75144665,,
cg01181301,-0.17,0.01934630908,0.78,1.00,chr22,22098620,,
cg21710981,0.20,0.01934688562,0.78,1.00,chr10,128824811,DOCK1;DOCK1,Body;Body
cg15646987,0.29,0.01934861212,0.78,1.00,chr14,53418812,FERMT2;FERMT2;FERMT2,TSS1500;TSS1500;TSS1500
cg05514485,0.29,0.01935259596,0.78,1.00,chr4,167245670,,
cg25465603,-0.17,0.01935269778,0.78,1.00,chr1,212801051,,
cg16692328,-0.21,0.01935359644,0.78,1.00,chr4,80520205,,
cg00274587,-0.14,0.01935531473,0.78,1.00,chr6,33280900,TAPBP;TAPBP;TAPBP,Body;Body;Body
cg07058058,-0.19,0.01935560084,0.78,1.00,chr12,29256578,,
cg12029406,-0.16,0.01935720483,0.78,1.00,chr5,81460226,ATG10;ATG10;ATG10;ATG10,ExonBnd;ExonBnd;Body;Body
cg24921030,0.21,0.01936189515,0.78,1.00,chr2,139192329,,
cg22517968,-0.23,0.01936265226,0.78,1.00,chr5,68664922,RAD17;AK6;AK6;TAF9;TAF9;RAD17;RAD17;RAD17;RAD17,TSS1500;Body;Body;5'UTR;5'UTR;TSS1500;TSS1500;TSS1500;TSS1500
cg13910594,-0.22,0.01936287494,0.78,1.00,chr1,168054290,GPR161,3'UTR
cg20789483,-0.17,0.01936375388,0.78,1.00,chr5,5057500,LOC340094,Body
cg18420301,0.20,0.01936416251,0.78,1.00,chr14,81790497,STON2;STON2,Body;Body
cg08310863,0.22,0.01936427692,0.78,1.00,chr6,111390240,,
cg16700265,-0.37,0.01936594152,0.78,1.00,chr2,233274653,ALPPL2,3'UTR
cg19977408,0.41,0.01936606265,0.78,1.00,chr4,129209103,PGRMC2,TSS200
cg11141174,-0.13,0.01936613106,0.78,1.00,chr1,219561745,,
cg12193289,0.20,0.019368952,0.78,1.00,chr12,128032665,,
cg19069952,0.22,0.01937081078,0.78,1.00,chr5,92673341,,
cg05560913,0.21,0.01937115256,0.78,1.00,chr15,71851802,THSD4;THSD4,Body;Body
cg03849927,0.26,0.01937176634,0.78,1.00,chr1,67396905,MIER1;MIER1;MIER1;MIER1;MIER1;MIER1;MIER1;MIER1;MIER1;MIER1;MIER1,5'UTR;5'UTR;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg06648483,-0.13,0.01937186356,0.78,1.00,chr3,125802615,SLC41A3;SLC41A3;SLC41A3;SLC41A3,5'UTR;5'UTR;5'UTR;5'UTR
cg01216115,-0.15,0.01937409667,0.78,1.00,chr9,132336349,,
cg23732557,-0.14,0.01937424098,0.78,1.00,chr5,33371933,,
cg18475568,-0.23,0.01937648848,0.78,1.00,chr20,55091646,GCNT7;RTFDC1;RTFDC1;RTFDC1;RTFDC1,5'UTR;Body;Body;Body;Body
cg08321815,-0.19,0.0193782093,0.78,1.00,chr7,34494374,,
cg03886681,0.22,0.01937845891,0.78,1.00,chr2,240059931,HDAC4,Body
cg19829058,-0.14,0.01937956197,0.78,1.00,chr5,76549927,PDE8B;PDE8B;PDE8B;PDE8B;PDE8B,Body;Body;Body;Body;Body
cg20460253,0.21,0.01938126525,0.78,1.00,chr4,170541252,CLCN3;CLCN3,TSS1500;TSS1500
cg24488271,-0.15,0.01938248124,0.78,1.00,chr9,129870417,ANGPTL2;RALGPS1;RALGPS1;RALGPS1;RALGPS1,Body;Body;Body;Body;Body
cg20884522,-0.38,0.01938282161,0.78,1.00,chr7,2802965,GNA12;GNA12;GNA12;GNA12,TSS200;Body;Body;Body
cg09498209,-0.16,0.01938489957,0.78,1.00,chr19,47214598,PRKD2;PRKD2;PRKD2;PRKD2,5'UTR;Body;Body;Body
cg21947394,0.19,0.01938674648,0.78,1.00,chr2,241260110,,
cg09858782,-0.15,0.01938676238,0.78,1.00,chr10,131406583,MGMT,Body
cg27338353,0.21,0.01938724236,0.78,1.00,chr22,46471129,,
cg10038802,-0.50,0.01938875177,0.78,1.00,chr6,137082826,MAP3K5,Body
cg00720375,-0.18,0.01938878107,0.78,1.00,chr2,39145108,LOC100271715,TSS1500
cg10054631,0.20,0.01938886057,0.78,1.00,chr3,14582223,GRIP2,TSS1500
cg25336892,0.25,0.01938954709,0.78,1.00,chr2,30887962,,
cg20585830,-0.17,0.01938982793,0.78,1.00,chr22,21998385,SDF2L1,Body
cg25737957,0.28,0.01939000449,0.78,1.00,chr13,60804253,LINC00434,Body
cg16133146,-0.20,0.01939154117,0.78,1.00,chr16,47494951,ITFG1;PHKB;PHKB;ITFG1,5'UTR;TSS1500;TSS1500;1stExon
cg11075994,0.25,0.01939224745,0.78,1.00,chr15,102192790,TM2D3;TM2D3,TSS200;TSS200
