"Excel Table 5: Differentially variable positions (p < 0.05) within the Chile PBMC study. Models adjusted for sex, age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg23809464,-0.21,0.022,0.801,1.000,chr9,108439115,,
cg17221439,-0.18,0.022,0.801,1.000,chr21,40686674,BRWD1-IT2;BRWD1;BRWD1;BRWD1;BRWD1-AS1,Body;TSS1500;TSS1500;TSS1500;TSS1500
cg08154698,0.10,0.022,0.801,1.000,chr19,8274065,LASS4,TSS200
cg12585028,0.18,0.022,0.801,1.000,chr12,25347695,LYRM5;CASC1;CASC1;CASC1,TSS1500;Body;Body;Body
cg05002372,0.16,0.022,0.801,1.000,chr11,809605,RPLP2,TSS1500
cg21537637,0.29,0.022,0.801,1.000,chr19,55475879,NLRP2,TSS1500
cg26626864,-0.12,0.022,0.801,1.000,chr1,58479214,DAB1,5'UTR
cg05793155,0.08,0.022,0.801,1.000,chr10,121651945,SEC23IP;SEC23IP,TSS200;TSS200
cg13575271,-0.35,0.022,0.801,1.000,chr9,140008980,DPP7,Body
cg01709568,0.09,0.022,0.801,1.000,chr9,72285588,APBA1,5'UTR
cg24957423,0.11,0.022,0.801,1.000,chr7,138554232,KIAA1549;KIAA1549,Body;Body
cg21404373,-0.23,0.022,0.801,1.000,chr3,129688843,,
cg10844578,-0.09,0.022,0.801,1.000,chr1,225792831,ENAH;ENAH,Body;Body
cg17865254,-0.23,0.022,0.801,1.000,chr11,69526996,,
cg11042841,0.11,0.022,0.801,1.000,chr3,128252040,,
cg03583975,0.13,0.022,0.801,1.000,chr11,85219848,DLG2,Body
cg07141452,0.14,0.022,0.801,1.000,chr20,3775639,CDC25B;CDC25B;CDC25B,TSS1500;TSS1500;TSS1500
cg25349828,-0.23,0.022,0.801,1.000,chr10,21809392,SKIDA1,5'UTR
cg14733855,0.24,0.022,0.801,1.000,chr19,2477194,GADD45B,Body
cg15122097,-0.12,0.022,0.801,1.000,chr3,193489144,,
cg00748566,0.15,0.022,0.801,1.000,chr5,108747559,,
cg15197679,-0.12,0.022,0.801,1.000,chr6,40683345,,
cg22995255,0.10,0.022,0.801,1.000,chr2,182131513,,
cg12658495,-0.14,0.022,0.801,1.000,chr1,9448660,,
cg14649650,0.35,0.022,0.801,1.000,chr10,13933996,FRMD4A,Body
cg14071762,0.18,0.022,0.801,1.000,chr20,61904060,ARFGAP1;ARFGAP1,TSS200;TSS200
cg01186919,0.16,0.022,0.801,1.000,chr11,111742365,ALG9;ALG9;ALG9;ALG9,TSS1500;TSS200;TSS200;TSS1500
cg20529655,-0.21,0.022,0.801,1.000,chr6,133289633,,
cg17337072,0.19,0.022,0.801,1.000,chr19,44009237,PHLDB3,TSS1500
cg23536342,-0.12,0.022,0.801,1.000,chr20,46338298,SULF2;SULF2;SULF2,Body;Body;Body
cg11416797,0.09,0.022,0.801,1.000,chr1,221530209,,
cg11473706,0.16,0.022,0.801,1.000,chr4,83733078,,
cg09031424,-0.09,0.022,0.801,1.000,chr14,35761356,PSMA6;PSMA6;PSMA6;PSMA6;PSMA6,TSS200;TSS200;TSS200;TSS200;Body
cg13700680,-0.17,0.022,0.801,1.000,chr7,23748334,STK31;STK31;STK31,TSS1500;TSS1500;TSS1500
cg12571016,0.15,0.022,0.801,1.000,chr2,21346219,TDRD15,TSS1500
cg04844714,-0.25,0.022,0.801,1.000,chr8,10872604,XKR6,Body
cg05800082,-0.12,0.022,0.801,1.000,chr6,56508429,DST;DST;DST;DST;DST;DST;DST,TSS1500;Body;Body;TSS1500;Body;TSS1500;Body
cg21779231,0.11,0.022,0.801,1.000,chr8,67351597,ADHFE1,Body
cg06753035,0.09,0.022,0.801,1.000,chr1,116857363,,
cg11926937,0.10,0.022,0.801,1.000,chr17,39509300,,
cg16865611,-0.15,0.022,0.801,1.000,chr2,557949,,
cg15623334,0.10,0.022,0.801,1.000,chr3,159481641,IQCJ-SCHIP1;IQCJ-SCHIP1;SCHIP1;SCHIP1;SCHIP1,Body;Body;Body;Body;Body
cg11220619,0.14,0.022,0.801,1.000,chr8,144993197,PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1;PLEC1,Body;Body;Body;Body;Body;Body;Body;Body
cg06863445,-0.21,0.022,0.801,1.000,chr12,115750965,,
cg06996254,-0.11,0.022,0.801,1.000,chr12,47427791,,
cg23378935,-0.11,0.022,0.801,1.000,chr12,25655391,LMNTD1;LMNTD1;LMNTD1;LMNTD1;LMNTD1,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR
cg21442545,-0.14,0.022,0.801,1.000,chr10,4875413,AKR1E2;AKR1E2;AKR1E2;AKR1E2;AKR1E2;AKR1E2,Body;Body;Body;Body;Body;Body
cg11259192,-0.13,0.022,0.801,1.000,chr14,102399165,,
cg27505633,0.09,0.022,0.801,1.000,chr6,109015269,,
cg06927522,0.13,0.022,0.801,1.000,chr7,147232841,MIR548I4;CNTNAP2,Body;Body
cg14330924,0.26,0.022,0.801,1.000,chr6,29945024,HCG9,Body
cg12674296,0.09,0.022,0.801,1.000,chr12,122212915,TMEM120B,Body
cg21907309,-0.25,0.022,0.801,1.000,chr6,53934962,MLIP;MLIP,Body;Body
cg25071602,-0.12,0.022,0.801,1.000,chr10,125726597,,
cg16236770,-0.12,0.022,0.801,1.000,chr11,62573142,NXF1;NXF1,TSS200;TSS200
cg14426682,0.11,0.022,0.801,1.000,chr15,79164100,MORF4L1;MORF4L1,TSS1500;TSS1500
cg05183487,0.18,0.022,0.801,1.000,chr16,89992959,TUBB3,Body
cg10539565,0.07,0.022,0.801,1.000,chr1,26560674,CCDC21,TSS200
cg05010929,0.11,0.022,0.801,1.000,chr2,73967004,,
cg23489580,-0.14,0.022,0.801,1.000,chr22,43327098,PACSIN2;PACSIN2;PACSIN2,5'UTR;5'UTR;5'UTR
cg18270760,0.12,0.022,0.801,1.000,chr10,43691112,RASGEF1A,3'UTR
cg24603297,0.22,0.022,0.801,1.000,chr5,172328221,ERGIC1,Body
cg22654039,0.28,0.022,0.801,1.000,chr20,11871282,BTBD3,TSS200
cg27488807,-0.19,0.022,0.801,1.000,chr5,147691898,SPINK7,TSS200
cg00156573,0.12,0.022,0.801,1.000,chr15,52390737,,
cg03871267,0.17,0.022,0.801,1.000,chr5,67483475,,
cg26944656,0.21,0.022,0.801,1.000,chr7,112051075,,
cg13777984,0.09,0.022,0.801,1.000,chr13,43931730,ENOX1;ENOX1,Body;Body
cg27309642,-0.14,0.022,0.801,1.000,chr10,104827716,CNNM2;CNNM2,Body;Body
cg08039854,0.13,0.022,0.801,1.000,chr3,11278749,HRH1;HRH1;HRH1,5'UTR;5'UTR;5'UTR
cg11029820,0.16,0.022,0.801,1.000,chr19,45457189,CLPTM1;CLPTM1;CLPTM1,TSS1500;TSS1500;TSS1500
cg01769457,-0.22,0.022,0.801,1.000,chr1,15930094,,
cg16145915,-0.19,0.022,0.801,1.000,chr7,1198662,ZFAND2A,5'UTR
cg04425035,-0.21,0.022,0.801,1.000,chr11,1059387,,
cg10090393,0.12,0.022,0.801,1.000,chr4,143326741,INPP4B;INPP4B,Body;Body
cg22542139,0.13,0.022,0.801,1.000,chr17,17465476,PEMT;PEMT;PEMT,Body;Body;Body
cg09684233,-0.32,0.022,0.801,1.000,chr2,175206966,,
cg26831576,-0.23,0.022,0.801,1.000,chr3,44665126,ZNF197;ZNF197;ZNF197-AS1,TSS1500;TSS1500;Body
cg10643982,-0.19,0.022,0.801,1.000,chr5,166051739,,
cg01829024,0.21,0.022,0.801,1.000,chr4,83482926,TMEM150C,5'UTR
cg11514962,-0.15,0.022,0.801,1.000,chr15,93830074,,
cg13530938,-0.75,0.022,0.801,1.000,chr2,239140190,LOC151174;LOC643387;LOC151174,Body;TSS200;Body
cg08553913,-0.09,0.022,0.801,1.000,chr17,37028977,LASP1,Body
cg08542751,-0.17,0.022,0.801,1.000,chr5,170221963,GABRP,Body
cg09282623,0.10,0.022,0.801,1.000,chr1,38354047,INPP5B;INPP5B,Body;Body
cg25911245,0.13,0.022,0.801,1.000,chr6,143832390,FUCA2,Body
cg19789473,0.14,0.022,0.801,1.000,chr17,27170043,C17orf63;C17orf63,TSS1500;TSS1500
cg13740649,0.10,0.022,0.801,1.000,chr17,76405780,PGS1;PGS1;PGS1;PGS1,Body;Body;Body;Body
cg07552807,0.10,0.022,0.801,1.000,chr4,118497134,,
cg00373663,-0.22,0.022,0.801,1.000,chr1,101202380,VCAM1;VCAM1;VCAM1,Body;Body;Body
cg04268442,0.11,0.022,0.801,1.000,chr15,75090152,CSK;CSK,5'UTR;5'UTR
cg19898351,-0.19,0.022,0.801,1.000,chr7,73336666,,
cg05969326,-0.16,0.022,0.801,1.000,chr1,202272834,LGR6;LGR6;LGR6,Body;Body;Body
cg15439664,-0.16,0.022,0.801,1.000,chr4,125794684,,
cg08390010,0.08,0.022,0.801,1.000,chr10,134720964,,
cg14442421,-0.21,0.022,0.801,1.000,chr9,19788257,SLC24A2,TSS1500
cg24673886,-0.14,0.022,0.801,1.000,chr17,77680232,,
cg23447195,-0.15,0.022,0.801,1.000,chr12,53460217,SPRYD3,Body
cg02037681,0.09,0.022,0.801,1.000,chr16,671920,RAB40C,Body
cg05781512,-0.10,0.022,0.801,1.000,chr1,6171680,CHD5,Body
cg20668001,0.10,0.022,0.801,1.000,chr5,134235666,TXNDC15,3'UTR
cg04226276,-0.46,0.022,0.801,1.000,chr3,194406284,FAM43A,TSS1500
cg05945315,0.13,0.022,0.801,1.000,chr5,96030069,CAST;CAST,5'UTR;Body
cg25259798,0.08,0.022,0.801,1.000,chr7,5228876,WIPI2;WIPI2;WIPI2;WIPI2;WIPI2,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg14452528,-0.17,0.022,0.801,1.000,chr1,11990047,,
cg22687078,0.18,0.022,0.801,1.000,chr10,70221113,DNA2;DNA2,Body;Body
cg24956739,0.13,0.022,0.801,1.000,chr7,54813722,,
cg12258307,0.10,0.022,0.801,1.000,chr21,32931935,TIAM1,TSS1500
cg12669485,0.11,0.022,0.801,1.000,chr4,186184912,SNX25,Body
cg17233620,-0.19,0.022,0.801,1.000,chr12,54698071,,
cg02079106,0.35,0.022,0.801,1.000,chr4,170534455,NEK1;NEK1;NEK1;NEK1;NEK1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg03207246,0.11,0.022,0.801,1.000,chr2,149435997,EPC2,Body
cg17525674,-0.16,0.022,0.801,1.000,chr3,13036145,IQSEC1,Body
cg27109163,0.11,0.022,0.801,1.000,chr11,58910237,FAM111A;FAM111A;FAM111A,TSS200;TSS200;TSS200
cg14078913,0.10,0.022,0.801,1.000,chr7,139144308,KLRG2,Body
cg02254709,0.45,0.022,0.801,1.000,chr17,5400462,,
cg04613057,0.20,0.022,0.801,1.000,chr19,17302087,MYO9B;MYO9B,Body;Body
cg08768852,0.31,0.022,0.801,1.000,chr3,69591633,,
cg20078262,0.13,0.022,0.801,1.000,chr14,68289825,RAD51B;RAD51B;RAD51B,5'UTR;5'UTR;5'UTR
cg04735755,0.07,0.022,0.801,1.000,chr22,43032909,CYB5R3;CYB5R3;CYB5R3;CYB5R3;CYB5R3,Body;Body;5'UTR;5'UTR;5'UTR
cg12077772,-0.12,0.022,0.801,1.000,chr21,34542762,C21orf54,TSS1500
cg15067606,-0.08,0.022,0.801,1.000,chr3,113458144,NAA50,Body
cg13740929,0.29,0.022,0.801,1.000,chr6,31651291,,
cg20748558,0.12,0.022,0.801,1.000,chr19,58341441,ZNF587B,TSS1500
cg21670828,0.10,0.022,0.801,1.000,chr2,102410963,MAP4K4;MAP4K4;MAP4K4,Body;Body;Body
cg01980176,0.10,0.022,0.801,1.000,chr7,105293228,ATXN7L1;ATXN7L1,Body;Body
cg24968176,0.09,0.022,0.801,1.000,chr7,98509723,TRRAP,Body
cg12361253,-0.16,0.022,0.801,1.000,chr3,29361002,RBMS3;RBMS3;RBMS3;RBMS3;RBMS3,Body;Body;Body;Body;Body
cg19863562,-0.17,0.022,0.801,1.000,chr8,133200832,KCNQ3;KCNQ3,Body;Body
cg24669401,-0.17,0.022,0.801,1.000,chr11,77222962,,
cg10444556,-0.12,0.022,0.801,1.000,chr16,1663301,IFT140;CRAMP1L,TSS1500;TSS1500
cg03613717,-0.14,0.022,0.801,1.000,chr10,121356708,TIAL1;TIAL1,TSS200;TSS200
cg10025652,0.10,0.022,0.801,1.000,chr11,86308770,ME3;ME3;ME3,Body;Body;Body
cg17509887,0.16,0.022,0.801,1.000,chr15,100542595,ADAMTS17,Body
cg12735892,0.17,0.022,0.801,1.000,chr1,211434314,RCOR3;RCOR3;RCOR3;RCOR3,Body;Body;Body;Body
cg02130613,-0.11,0.022,0.801,1.000,chr8,110543390,PKHD1L1,3'UTR
cg10090638,0.09,0.022,0.801,1.000,chr8,3142674,CSMD1,Body
cg23051299,0.20,0.022,0.801,1.000,chr2,75938289,C2orf3,TSS200
cg21142512,0.15,0.022,0.801,1.000,chr3,4791251,ITPR1;ITPR1;EGOT;ITPR1,Body;Body;Body;Body
cg08910619,-0.26,0.022,0.801,1.000,chr21,18715588,,
cg21633963,0.14,0.022,0.801,1.000,chr2,25641042,DTNB;DTNB;DTNB;DTNB;DTNB;DTNB;DTNB;DTNB,Body;Body;Body;Body;Body;Body;Body;Body
cg24056669,0.12,0.022,0.801,1.000,chr17,2249540,SGSM2;SGSM2,Body;Body
cg05347736,0.08,0.022,0.801,1.000,chr1,6302164,,
cg16711239,0.08,0.022,0.801,1.000,chr19,44660327,ZNF234;ZNF234,Body;Body
cg20583714,0.20,0.022,0.801,1.000,chr11,72686051,FCHSD2,Body
cg05668318,0.10,0.022,0.801,1.000,chr3,44612961,ZNF167;ZNF167,Body;3'UTR
cg07131116,0.08,0.022,0.801,1.000,chr14,94546722,DDX24;IFI27L1;IFI27L1,5'UTR;TSS1500;TSS1500
cg23730387,0.11,0.022,0.801,1.000,chr1,6246236,RPL22,3'UTR
cg27606473,-0.14,0.022,0.801,1.000,chr2,217205778,MARCH4,Body
cg11557530,0.25,0.022,0.801,1.000,chr8,9911760,MSRA;MSRA,TSS200;TSS200
cg19092845,0.10,0.022,0.801,1.000,chr11,103907262,PDGFD;PDGFD;DDI1,Body;Body;TSS200
cg01616745,-0.19,0.022,0.801,1.000,chr2,179149605,OSBPL6,5'UTR
cg23400592,0.07,0.022,0.801,1.000,chr20,35202834,TGIF2;TGIF2;DLGAP4-AS1;TGIF2;TGIF2-C20orf24;TGIF2,5'UTR;5'UTR;TSS1500;5'UTR;TSS200;TSS200
cg12294678,-0.13,0.022,0.801,1.000,chr7,150686728,NOS3,TSS1500
cg21691089,-0.16,0.022,0.801,1.000,chr1,8938721,ENO1;ENO1,1stExon;5'UTR
cg18736802,0.08,0.022,0.801,1.000,chr10,103455742,FBXW4,TSS1500
cg01693328,-1.13,0.022,0.801,1.000,chr7,108101162,,
cg22631694,-0.16,0.022,0.801,1.000,chr12,115699678,,
cg03108419,0.08,0.022,0.801,1.000,chr19,1476376,C19orf25,Body
cg01458121,-0.24,0.022,0.801,1.000,chr17,48350860,TMEM92;TMEM92,TSS1500;5'UTR
cg02648166,0.08,0.022,0.801,1.000,chr20,30639965,HCK;HCK;HCK;HCK;HCK;HCK,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg21856771,0.09,0.022,0.801,1.000,chr11,68079269,LRP5;LRP5,TSS1500;TSS1500
cg03238797,0.31,0.022,0.801,1.000,chr16,77468893,ADAMTS18;ADAMTS18,1stExon;5'UTR
cg24601460,0.08,0.022,0.801,1.000,chr9,90272102,DAPK1;DAPK1;DAPK1;DAPK1,Body;Body;Body;Body
cg12938978,0.18,0.022,0.801,1.000,chr16,66878260,CA7;CA7,TSS1500;TSS200
cg03953823,-0.13,0.022,0.801,1.000,chr3,100915692,,
cg20155988,0.08,0.022,0.801,1.000,chr1,1590632,CDK11B;CDK11B;CDK11B;CDK11B;CDK11B;CDK11B,Body;Body;Body;Body;Body;5'UTR
cg00689075,-0.21,0.022,0.801,1.000,chr19,36197349,,
cg25451497,-0.14,0.022,0.801,1.000,chr2,178990729,RBM45;RBM45,ExonBnd;Body
cg11641343,0.12,0.022,0.801,1.000,chr7,123389324,WASL,TSS200
cg05661333,0.11,0.022,0.801,1.000,chr6,29600200,GABBR1;GABBR1,5'UTR;5'UTR
cg15833286,0.21,0.022,0.801,1.000,chr1,1873499,,
cg10478164,0.11,0.022,0.801,1.000,chr19,7659342,CAMSAP3;CAMSAP3,TSS1500;TSS1500
cg25370012,0.12,0.022,0.801,1.000,chr11,113295295,DRD2;DRD2,Body;Body
cg06132803,-0.14,0.022,0.801,1.000,chr6,168785970,,
cg13517781,-0.18,0.022,0.801,1.000,chr1,117446379,,
cg03574115,-0.09,0.022,0.801,1.000,chr1,43636559,WDR65;WDR65;EBNA1BP2;EBNA1BP2;WDR65;WDR65,TSS1500;TSS1500;Body;Body;TSS1500;TSS1500
cg06485982,-0.09,0.022,0.801,1.000,chr19,7532724,ARHGEF18;ARHGEF18,Body;Body
cg06532628,0.11,0.022,0.801,1.000,chr2,200583490,,
cg18876786,0.33,0.022,0.801,1.000,chr19,37329381,ZNF790,TSS200
cg01042100,-0.15,0.022,0.801,1.000,chr10,48391548,RBP3,TSS1500
cg01755353,0.12,0.022,0.801,1.000,chr3,127682210,KBTBD12;KBTBD12,ExonBnd;Body
cg09061973,0.13,0.022,0.801,1.000,chr21,44395726,PKNOX1,5'UTR
cg22479161,0.09,0.022,0.801,1.000,chr5,17120060,,
cg25300428,0.11,0.022,0.801,1.000,chr2,36845361,,
cg11223361,-0.20,0.022,0.801,1.000,chr6,32023102,TNXB,Body
cg07632571,-0.20,0.022,0.801,1.000,chr13,111697142,,
cg07443717,-0.15,0.022,0.801,1.000,chr3,129383357,TMCC1;TMCC1;TMCC1,Body;Body;Body
cg21677258,0.27,0.022,0.801,1.000,chr6,30856693,DDR1;DDR1;DDR1,Body;Body;Body
cg15081380,-0.12,0.022,0.801,1.000,chr11,74390052,,
cg16788942,0.10,0.022,0.801,1.000,chr16,1330356,,
cg03192273,-1.22,0.022,0.801,1.000,chr5,150618948,,
cg02916855,-0.10,0.022,0.801,1.000,chr3,128142923,,
cg24396741,0.13,0.022,0.801,1.000,chr1,201924387,TIMM17A,TSS1500
cg24480524,0.10,0.022,0.801,1.000,chr17,80908285,B3GNTL1,Body
cg26298038,0.43,0.022,0.801,1.000,chr22,17565904,IL17RA;IL17RA,1stExon;5'UTR
cg23191801,-0.13,0.022,0.801,1.000,chr10,118609728,,
cg03556576,0.10,0.022,0.801,1.000,chr3,160414684,,
cg03734794,-0.09,0.022,0.801,1.000,chr16,88485429,,
cg10752158,0.16,0.022,0.801,1.000,chr4,81185022,,
cg21740204,-0.10,0.022,0.801,1.000,chr9,72873544,SMC5,TSS1500
cg09349614,-0.20,0.022,0.801,1.000,chr12,130728953,,
cg20095866,0.09,0.022,0.801,1.000,chr10,133951618,JAKMIP3,Body
cg21542780,-0.13,0.022,0.801,1.000,chr2,234763377,HJURP,TSS200
cg19390821,0.16,0.022,0.801,1.000,chr12,56661130,COQ10A;COQ10A;COQ10A,1stExon;5'UTR;Body
cg11824945,0.10,0.022,0.801,1.000,chr1,211519171,TRAF5;TRAF5;TRAF5,5'UTR;TSS1500;5'UTR
cg13023637,0.20,0.022,0.801,1.000,chr19,8546263,HNRNPM;HNRNPM;HNRNPM,Body;Body;Body
cg09645924,0.12,0.022,0.801,1.000,chr17,44803319,NSF;NSF,Body;Body
cg07000559,0.12,0.022,0.801,1.000,chr18,19781198,GATA6,3'UTR
cg13689996,0.23,0.022,0.801,1.000,chr17,71810497,C17orf54,Body
cg00976157,0.23,0.022,0.801,1.000,chr16,49892496,,
cg09311594,0.12,0.022,0.801,1.000,chr17,30325896,SUZ12,Body
cg17238970,0.12,0.022,0.801,1.000,chr1,81124441,,
cg17997673,0.33,0.022,0.801,1.000,chr1,52082397,OSBPL9;OSBPL9;OSBPL9;OSBPL9;OSBPL9,TSS200;TSS200;TSS200;TSS200;TSS200
cg12297652,0.09,0.022,0.801,1.000,chr6,155054879,SCAF8;SCAF8;SCAF8;SCAF8;SCAF8;SCAF8,5'UTR;5'UTR;1stExon;Body;Body;Body
cg04707353,-0.14,0.022,0.801,1.000,chr15,41566610,CHP1,Body
cg16284395,0.10,0.022,0.801,1.000,chr14,94431626,,
cg23247450,-0.25,0.022,0.801,1.000,chr8,30776429,,
cg13186010,0.24,0.022,0.801,1.000,chr11,100561626,FLJ32810,Body
cg15365210,-0.16,0.022,0.801,1.000,chr1,178511785,C1orf220;C1orf220,TSS200;TSS200
cg20983194,-0.16,0.022,0.801,1.000,chr17,80622496,RAB40B,Body
cg19999768,-0.16,0.022,0.801,1.000,chr5,150447969,TNIP1;TNIP1;TNIP1;TNIP1;TNIP1;TNIP1;TNIP1;TNIP1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg03635702,0.44,0.022,0.801,1.000,chr4,154945479,,
cg04858994,0.11,0.022,0.801,1.000,chr11,102366334,,
cg23205093,0.13,0.022,0.801,1.000,chr16,956217,LMF1;LMF1;LMF1,Body;Body;Body
cg18361712,-0.18,0.022,0.801,1.000,chr8,10855155,XKR6,Body
cg12586856,-0.15,0.022,0.801,1.000,chr1,39571605,MACF1,Body
cg10065162,-0.14,0.022,0.801,1.000,chr1,27018897,,
cg08718518,0.10,0.022,0.801,1.000,chr10,90673186,STAMBPL1,Body
cg04286880,-0.17,0.022,0.801,1.000,chr1,5185439,,
cg23830540,-0.21,0.022,0.801,1.000,chr4,5845864,CRMP1;CRMP1,Body;Body
cg18091435,0.16,0.022,0.801,1.000,chr5,100237279,ST8SIA4;ST8SIA4,Body;Body
cg12658810,-0.16,0.022,0.801,1.000,chr5,153773866,SAP30L-AS1;GALNT10,Body;Body
cg20659454,0.60,0.022,0.801,1.000,chr17,9354442,STX8;STX8,Body;Body
cg24585166,-0.18,0.022,0.801,1.000,chr5,74907211,ANKDD1B,TSS200
cg25124633,0.17,0.022,0.801,1.000,chr6,134212969,TCF21;TCF21,3'UTR;3'UTR
cg09626576,-0.14,0.022,0.801,1.000,chr8,140639909,KCNK9;KCNK9,Body;Body
cg02424792,-0.12,0.022,0.801,1.000,chr2,107155513,,
cg20098886,0.11,0.022,0.801,1.000,chr4,39046187,KLHL5;KLHL5,TSS1500;TSS1500
cg09708488,0.17,0.022,0.801,1.000,chr8,21882013,NPM2,TSS1500
cg11702128,0.12,0.022,0.801,1.000,chr2,55076169,EML6,Body
cg14615938,-0.10,0.022,0.801,1.000,chr11,70178303,PPFIA1;PPFIA1;PPFIA1,Body;Body;Body
cg09479793,0.16,0.022,0.801,1.000,chr10,15005691,MEIG1,5'UTR
cg20713319,0.11,0.022,0.801,1.000,chr1,145470406,ANKRD34A;POLR3GL;NBPF20;NBPF10;NBPF10,TSS200;TSS200;Body;Body;Body
cg00404641,-0.25,0.022,0.801,1.000,chr3,131080516,NUDT16P;NUDT16P,TSS200;TSS1500
cg02925799,0.09,0.022,0.801,1.000,chr17,7487430,MPDU1;MPDU1,Body;Body
cg24993384,-0.15,0.022,0.801,1.000,chr3,40541400,,
cg21556924,0.12,0.022,0.801,1.000,chr18,61867489,LOC284294,Body
cg21101143,-0.14,0.022,0.801,1.000,chr17,36860651,MLLT6,TSS1500
cg09679376,0.11,0.022,0.801,1.000,chr7,135073038,CNOT4;CNOT4;CNOT4;CNOT4;CNOT4;CNOT4,3'UTR;3'UTR;Body;Body;Body;Body
cg20498807,0.14,0.022,0.801,1.000,chr4,153588100,TMEM154,Body
cg22049188,0.44,0.022,0.801,1.000,chr8,1712722,CLN8,5'UTR
cg07608648,-0.13,0.022,0.801,1.000,chr12,125174563,,
cg07464113,-0.15,0.022,0.801,1.000,chr3,185998714,DGKG;DGKG;DGKG,Body;Body;Body
cg12573253,0.11,0.022,0.801,1.000,chr11,63776419,MACROD1,Body
cg19580241,0.09,0.022,0.801,1.000,chr7,27224120,HOXA11-AS;HOXA11,TSS1500;1stExon
cg05775853,-0.09,0.022,0.801,1.000,chr4,38562181,,
cg11860192,0.14,0.022,0.801,1.000,chr17,48555853,RSAD1;RSAD1,TSS1500;TSS1500
cg11508568,0.09,0.022,0.801,1.000,chr3,58404305,PXK;PXK;PXK;PXK;PXK;PXK;PXK,Body;Body;Body;Body;Body;Body;Body
cg07705820,0.08,0.022,0.801,1.000,chr6,31833104,SLC44A4,Body
cg20674725,0.13,0.022,0.801,1.000,chr3,47020919,NBEAL2,TSS1500
cg04023936,0.15,0.022,0.801,1.000,chr7,56066988,GBAS,3'UTR
cg16266579,0.23,0.022,0.801,1.000,chr12,48591673,,
cg07231984,0.11,0.022,0.801,1.000,chr6,109346008,SESN1,Body
cg10239638,-0.22,0.022,0.801,1.000,chr14,21212718,FAM12A,TSS1500
cg08805144,-0.35,0.022,0.801,1.000,chr3,54157353,CACNA2D3,Body
cg06645657,-0.21,0.022,0.801,1.000,chr2,152735816,CACNB4;CACNB4;CACNB4;CACNB4,Body;Body;Body;Body
cg11620556,-0.17,0.022,0.801,1.000,chr15,85146105,ZSCAN2;ZSCAN2;ZSCAN2,5'UTR;5'UTR;5'UTR
cg00000957,0.08,0.022,0.801,1.000,chr1,5937253,NPHP4,Body
cg07016075,-0.15,0.022,0.801,1.000,chr17,80337600,,
cg07177437,-0.15,0.022,0.801,1.000,chr1,160850377,ITLN1,Body
cg00711496,0.16,0.022,0.801,1.000,chr19,50191497,C19orf76;PRMT1;PRMT1;PRMT1,TSS1500;Body;Body;Body
cg02547025,0.13,0.022,0.801,1.000,chr2,30454275,LBH,TSS200
cg02290916,-0.14,0.022,0.801,1.000,chr6,166390906,LINC00473;LINC00473,Body;Body
cg01762785,-0.14,0.022,0.801,1.000,chr22,42226837,,
cg00680827,-0.19,0.022,0.801,1.000,chr16,87635210,JPH3,TSS1500
cg04874822,0.14,0.022,0.801,1.000,chr9,35658010,RMRP;CCDC107,Body;TSS1500
cg17915288,0.13,0.022,0.801,1.000,chr20,15545780,MACROD2;MACROD2,Body;5'UTR
cg14211549,-0.09,0.022,0.801,1.000,chr15,52862406,ARPP19;ARPP19;ARPP19;ARPP19,TSS1500;TSS1500;TSS1500;TSS1500
cg17707493,0.08,0.022,0.801,1.000,chr17,42222405,C17orf53;C17orf53,Body;Body
cg16806245,-0.13,0.022,0.801,1.000,chr6,169649046,THBS2,Body
cg25898520,-0.21,0.022,0.801,1.000,chr4,141846078,RNF150,Body
cg03971808,-0.16,0.022,0.801,1.000,chr4,3322833,RGS12;RGS12,Body;Body
cg10069809,-0.23,0.022,0.801,1.000,chr2,45028604,,
cg24611118,0.10,0.022,0.801,1.000,chr3,63996606,PSMD6;PSMD6;PSMD6;PSMD6;PSMD6-AS2,Body;Body;Body;Body;Body
cg07529834,0.14,0.022,0.801,1.000,chr10,99092337,FRAT2;FRAT2,3'UTR;1stExon
cg04386313,-0.16,0.022,0.801,1.000,chr2,229033833,SPHKAP;SPHKAP,Body;Body
cg12004115,0.06,0.022,0.801,1.000,chr2,198570073,MARS2,TSS200
cg02793062,-0.06,0.022,0.801,1.000,chr21,45553067,C21orf33;C21orf33,TSS1500;TSS1500
cg24324755,0.13,0.022,0.801,1.000,chr1,44115813,KDM4A;KDM4A,1stExon;5'UTR
cg14119493,0.20,0.022,0.801,1.000,chr14,105871904,,
cg27456203,0.09,0.022,0.801,1.000,chr16,69924616,WWP2;WWP2,Body;Body
cg17140099,0.13,0.022,0.801,1.000,chr3,123603338,MYLK;MYLK;MYLK;MYLK,TSS200;TSS200;TSS200;TSS200
cg18632774,0.11,0.022,0.801,1.000,chr1,192579788,,
