"Excel Table 6: Differentially variable positions (p < 0.05) within the Chile buccal cell study. Models adjusted for sex, age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg19422947,-0.16,0.024,0.991,1.000,chr9,140350504,NSMF;NSMF;NSMF;NSMF;NSMF,Body;Body;Body;Body;Body
cg02624058,0.13,0.024,0.991,1.000,chr22,36740149,MYH9,Body
cg21774220,-0.14,0.024,0.991,1.000,chr1,223255580,,
cg07040445,-0.08,0.024,0.991,1.000,chr1,89015933,PKN2-AS1,Body
cg16314401,-0.17,0.024,0.991,1.000,chr2,73144481,EMX1,TSS200
cg04116545,-0.07,0.024,0.991,1.000,chr6,125684679,,
cg00306298,-0.10,0.024,0.991,1.000,chr2,99225662,C2orf64;UNC50,TSS1500;5'UTR
cg10290724,-0.27,0.024,0.991,1.000,chr19,50312544,FUZ,Body
cg16993794,-0.11,0.024,0.991,1.000,chr22,24199328,SLC2A11;SLC2A11;SLC2A11,5'UTR;Body;TSS1500
cg08184159,0.17,0.024,0.991,1.000,chr12,114837108,TBX5;TBX5;TBX5;TBX5,Body;Body;Body;Body
cg03168749,-0.12,0.024,0.991,1.000,chr11,124413574,OR8B12,TSS200
cg12837402,-0.27,0.024,0.991,1.000,chr12,126034582,TMEM132B,Body
cg12530103,0.23,0.024,0.991,1.000,chr10,432066,DIP2C,Body
cg15825027,-0.36,0.024,0.991,1.000,chr8,586336,,
cg09374627,-0.24,0.024,0.991,1.000,chr14,97206170,,
cg23118486,0.08,0.024,0.991,1.000,chr15,86686816,AGBL1,5'UTR
cg04896295,-0.24,0.024,0.991,1.000,chr6,33388054,SYNGAP1,1stExon
cg22772871,-0.17,0.024,0.991,1.000,chr2,42796141,MTA3,Body
cg15466263,0.08,0.024,0.991,1.000,chr5,102841741,,
cg02952972,0.18,0.024,0.991,1.000,chr11,972247,AP2A2,Body
cg00773653,-0.12,0.024,0.991,1.000,chr14,73147151,DPF3,Body
cg06026375,0.17,0.024,0.991,1.000,chr12,102591323,PMCH,1stExon
cg07371122,-0.13,0.024,0.991,1.000,chr19,40927367,,
cg25059145,-0.08,0.024,0.991,1.000,chr2,47754180,HCG2040054;KCNK12,TSS1500;Body
cg03325248,-0.10,0.024,0.991,1.000,chr2,3306042,TSSC1,Body
cg22898375,-0.27,0.024,0.991,1.000,chr2,2722927,,
cg10758760,0.27,0.024,0.991,1.000,chr7,2732273,AMZ1;AMZ1,5'UTR;5'UTR
cg25762078,-0.14,0.024,0.991,1.000,chr1,53554504,SLC1A7,Body
cg14365607,-0.18,0.024,0.991,1.000,chr16,87032631,,
cg07146073,0.33,0.024,0.991,1.000,chr17,29852668,RAB11FIP4,Body
cg22084302,0.38,0.024,0.991,1.000,chr13,20246166,MPHOSPH8,3'UTR
cg02369021,-0.21,0.024,0.991,1.000,chr22,42688548,,
cg24061544,0.10,0.024,0.991,1.000,chr7,138189268,TRIM24;TRIM24,Body;Body
cg21165519,-0.22,0.024,0.991,1.000,chr14,105310921,,
cg17560895,-0.67,0.024,0.991,1.000,chr9,100069891,CCDC180;LOC100499484-C9ORF174;LOC100499484-C9ORF174;LOC100499484-C9ORF174,TSS200;Body;Body;Body
cg21614690,0.20,0.024,0.991,1.000,chr12,117316230,HRK,3'UTR
cg10468484,-0.44,0.024,0.991,1.000,chr20,57431303,GNAS;GNAS;GNAS,3'UTR;3'UTR;Body
cg18582274,0.16,0.024,0.991,1.000,chr9,103189309,MSANTD3;MSANTD3;MSANTD3,TSS1500;TSS200;TSS200
cg10465949,0.26,0.024,0.991,1.000,chr16,87688689,JPH3,Body
cg04802911,0.09,0.024,0.991,1.000,chr16,3432844,ZNF434,3'UTR
cg25511745,0.10,0.024,0.991,1.000,chr12,65179662,,
cg18466897,-0.22,0.024,0.991,1.000,chr21,36552757,,
cg21155796,-0.09,0.024,0.991,1.000,chr2,242212141,HDLBP;HDLBP,5'UTR;5'UTR
cg03008286,0.18,0.024,0.991,1.000,chr20,60394429,CDH4;CDH4;CDH4,Body;Body;Body
cg17355196,0.09,0.024,0.991,1.000,chr1,202615759,SYT2,5'UTR
cg12042678,-0.10,0.024,0.991,1.000,chr10,14920910,SUV39H2;SUV39H2,1stExon;5'UTR
cg08739433,-0.30,0.024,0.991,1.000,chr1,113051925,WNT2B;WNT2B,Body;1stExon
cg11334733,-0.16,0.024,0.991,1.000,chr10,130060105,,
cg02378360,-0.09,0.024,0.991,1.000,chr5,132861322,FSTL4,Body
cg00830444,0.16,0.024,0.991,1.000,chr16,1455735,UNKL,Body
cg03337311,-0.11,0.024,0.991,1.000,chr11,107628654,,
cg26427750,0.15,0.024,0.991,1.000,chr16,56345466,GNAO1;GNAO1,Body;Body
cg05367960,-0.24,0.024,0.991,1.000,chr1,220445206,RAB3GAP2,Body
cg02685365,-0.29,0.024,0.991,1.000,chr12,2491969,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg19480965,-0.11,0.024,0.991,1.000,chr6,3789433,,
cg21325563,-0.12,0.024,0.991,1.000,chr12,16064181,DERA;DERA;DERA;DERA,5'UTR;5'UTR;1stExon;1stExon
cg00319168,0.22,0.024,0.991,1.000,chr2,176958174,HOXD13,1stExon
cg14608318,-0.12,0.024,0.991,1.000,chr19,17392429,ANKLE1,TSS200
cg01745899,-0.23,0.024,0.991,1.000,chr7,86657947,KIAA1324L;KIAA1324L;KIAA1324L,Body;5'UTR;5'UTR
cg22434218,-0.10,0.024,0.991,1.000,chr12,132471432,EP400,Body
cg15568565,0.11,0.024,0.991,1.000,chr3,52426421,DNAH1,Body
cg04315086,-0.15,0.024,0.991,1.000,chr1,1023163,C1orf159,Body
cg13918314,0.09,0.024,0.991,1.000,chr3,134201659,ANAPC13;ANAPC13;ANAPC13,Body;Body;Body
cg22967140,-0.09,0.024,0.991,1.000,chr7,4250180,SDK1;SDK1,Body;Body
cg20495333,-0.22,0.024,0.991,1.000,chr2,121107947,INHBB,3'UTR
cg26241462,0.18,0.024,0.991,1.000,chr11,6677965,DCHS1,TSS1500
cg20265880,-0.27,0.024,0.991,1.000,chr18,74467586,,
cg13707793,0.11,0.024,0.991,1.000,chr5,139045301,CXXC5,5'UTR
cg26994377,-0.15,0.024,0.991,1.000,chr4,140579069,,
cg02298956,0.46,0.024,0.991,1.000,chr19,57989134,ZNF772;ZNF772,TSS200;TSS200
cg10194295,0.27,0.024,0.991,1.000,chr17,39216457,LOC730755,TSS200
cg25998667,-0.20,0.024,0.991,1.000,chr3,156841889,LINC00880,TSS1500
cg06941527,-0.19,0.024,0.991,1.000,chr10,134775939,LINC01167;LINC01166,TSS200;Body
cg08082791,0.14,0.024,0.991,1.000,chr16,1815198,MAPK8IP3;MAPK8IP3,Body;Body
cg06032646,-0.14,0.024,0.991,1.000,chr5,111276124,NREP-AS1;NREP;NREP,Body;Body;Body
cg06465756,0.16,0.024,0.991,1.000,chr3,180349363,CCDC39;CCDC39,ExonBnd;Body
cg26015442,0.10,0.024,0.991,1.000,chr18,52967858,TCF4;TCF4;TCF4;TCF4;TCF4;TCF4;TCF4;TCF4;TCF4;TCF4;TCF4;TCF4;TCF4;TCF4,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg00066110,0.20,0.024,0.991,1.000,chr18,13826628,MC5R,1stExon
cg19028160,-0.19,0.024,0.991,1.000,chr2,240322010,HDAC4,5'UTR
cg14313238,0.44,0.024,0.991,1.000,chr10,92632228,RPP30;RPP30,Body;Body
cg00699934,-0.18,0.024,0.991,1.000,chr7,139168503,KLRG2,TSS200
cg04671726,0.29,0.024,0.991,1.000,chr1,24741549,STPG1;STPG1;STPG1;NIPAL3;STPG1;STPG1,TSS1500;TSS1500;TSS1500;TSS1500;1stExon;5'UTR
cg04248108,-0.24,0.024,0.991,1.000,chr6,73839327,KCNQ5;KCNQ5;KCNQ5;KCNQ5;KCNQ5,Body;Body;Body;Body;Body
cg08035213,-0.10,0.024,0.991,1.000,chr15,78894368,CHRNA3;CHRNA3,Body;Body
cg25458600,-0.42,0.024,0.991,1.000,chr1,152768167,LCE1D,TSS1500
cg01014432,-0.26,0.024,0.991,1.000,chr7,139478207,TBXAS1;TBXAS1;TBXAS1;HIPK2;HIPK2;TBXAS1,1stExon;1stExon;5'UTR;TSS1500;TSS1500;5'UTR
cg00645897,-0.43,0.024,0.991,1.000,chr1,46713442,RAD54L;RAD54L;RAD54L,1stExon;5'UTR;5'UTR
cg14346208,-0.19,0.024,0.991,1.000,chr11,35547548,PAMR1;PAMR1,TSS1500;TSS1500
cg19908621,-0.15,0.024,0.991,1.000,chr10,27926255,,
cg00586537,0.21,0.024,0.991,1.000,chr16,67571354,FAM65A,5'UTR
cg05866308,-0.13,0.024,0.991,1.000,chr7,157280523,,
cg14937128,0.16,0.024,0.991,1.000,chr8,18667757,PSD3;PSD3,TSS1500;Body
cg15720832,-0.28,0.024,0.991,1.000,chr1,228291682,C1orf35,TSS1500
cg06007624,0.21,0.024,0.991,1.000,chr9,93676835,,
cg17767198,0.18,0.024,0.991,1.000,chr6,121525721,C6orf170,Body
cg09692421,-0.37,0.024,0.991,1.000,chr18,46777998,DYM,Body
cg17084941,-0.16,0.024,0.991,1.000,chr2,30956487,CAPN13,Body
cg10705060,0.24,0.024,0.991,1.000,chr3,133191407,BFSP2,Body
cg15598850,-0.13,0.024,0.991,1.000,chr10,134459530,INPP5A,Body
cg01015687,-0.35,0.024,0.991,1.000,chr3,172435759,,
cg04600411,-0.19,0.024,0.991,1.000,chr17,40269556,KAT2A,Body
cg02470411,0.30,0.024,0.991,1.000,chr3,130478804,,
cg22102617,-0.33,0.024,0.991,1.000,chr3,194673499,,
cg26584747,-0.23,0.024,0.991,1.000,chr2,5850120,,
cg03520966,-0.14,0.024,0.991,1.000,chr10,90751269,ACTA2;FAS;FAS;FAS;FAS;FAS;FAS;FAS,TSS200;Body;Body;Body;Body;Body;Body;Body
cg19969873,-0.16,0.024,0.991,1.000,chr2,232791083,NPPC,TSS200
cg23861034,-0.13,0.024,0.991,1.000,chr5,95239647,ELL2,Body
cg01790752,-0.12,0.024,0.991,1.000,chr2,101643351,TBC1D8,Body
cg24277817,-0.38,0.024,0.991,1.000,chr19,13135662,NFIX,Body
cg26478409,-0.12,0.024,0.991,1.000,chr15,73994777,CD276;CD276,Body;Body
cg27604221,0.10,0.024,0.991,1.000,chr11,47268689,NR1H3;NR1H3;ACP2;ACP2;ACP2;ACP2;ACP2,TSS1500;TSS1500;Body;Body;Body;Body;5'UTR
cg07802140,-0.19,0.024,0.991,1.000,chr13,21527142,,
cg15632333,-0.10,0.024,0.991,1.000,chr11,4659589,OR51D1,TSS1500
cg16047490,0.21,0.024,0.991,1.000,chr17,73717197,ITGB4;ITGB4,TSS1500;TSS1500
cg05345967,-0.15,0.024,0.991,1.000,chr19,12902328,JUNB;JUNB,5'UTR;1stExon
cg09712368,-0.16,0.024,0.991,1.000,chr16,57840379,,
cg23760189,-0.14,0.024,0.991,1.000,chr11,58910128,FAM111A;FAM111A;FAM111A,TSS200;TSS200;TSS200
cg05023826,-0.43,0.024,0.991,1.000,chr14,93346899,,
cg15232798,-0.20,0.024,0.991,1.000,chr5,167719548,WWC1;WWC1;WWC1,Body;Body;Body
cg23583448,0.10,0.024,0.991,1.000,chr18,56648561,ZNF532,Body
cg06369090,0.09,0.024,0.991,1.000,chr3,43020793,FAM198A;FAM198A,5'UTR;1stExon
cg24735226,-0.23,0.024,0.991,1.000,chr1,65096537,CACHD1,Body
cg05485062,-0.32,0.024,0.991,1.000,chr14,94983863,SERPINA12;SERPINA12,5'UTR;1stExon
cg07863159,-0.36,0.024,0.991,1.000,chr22,50524410,MLC1;MLC1,TSS1500;TSS200
cg22372930,-0.22,0.024,0.991,1.000,chr19,55630001,PPP1R12C,TSS1500
cg11305122,0.14,0.024,0.991,1.000,chr2,131875370,PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2;PLEKHB2,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg26359940,0.21,0.024,0.991,1.000,chr12,41221579,CNTN1;CNTN1;CNTN1,TSS200;5'UTR;5'UTR
cg11218661,-0.16,0.024,0.991,1.000,chr20,58691788,,
cg01965939,-0.33,0.024,0.991,1.000,chr5,148442694,SH3TC2;SH3TC2,1stExon;5'UTR
cg01773127,0.19,0.024,0.991,1.000,chr8,8190880,SGK223,Body
cg15109221,-0.16,0.024,0.991,1.000,chr6,15245772,JARID2,TSS1500
cg15280233,0.12,0.024,0.991,1.000,chr1,61737456,NFIA;NFIA;NFIA;NFIA,Body;Body;Body;Body
cg17401658,-0.08,0.024,0.991,1.000,chr7,138144772,TRIM24;TRIM24,TSS1500;TSS1500
cg14627175,0.17,0.024,0.991,1.000,chr6,168721687,DACT2,TSS1500
cg16078511,-0.09,0.024,0.991,1.000,chr5,55385577,,
cg16021998,-0.31,0.024,0.991,1.000,chr16,19896851,GPRC5B;GPRC5B,TSS1500;1stExon
cg19865564,-0.31,0.024,0.991,1.000,chr17,39728263,KRT9;KRT9,5'UTR;1stExon
cg02637359,-0.17,0.024,0.991,1.000,chr6,122720467,HSF2;HSF2,TSS1500;TSS1500
cg10650485,-0.21,0.024,0.991,1.000,chr8,25863963,EBF2,Body
cg25131922,-0.08,0.024,0.991,1.000,chr1,68698529,GPR177;GPR177,TSS1500;TSS1500
cg02808683,0.14,0.024,0.991,1.000,chr2,75157934,LINC01291,Body
cg05643414,-0.18,0.024,0.991,1.000,chr16,12450004,SNX29;SNX29,ExonBnd;Body
cg22439390,0.22,0.024,0.991,1.000,chr19,14480797,,
cg02898915,-0.13,0.024,0.991,1.000,chr16,56677510,MT1DP;MT1DP,TSS1500;TSS200
cg06400595,-0.06,0.024,0.991,1.000,chr12,56551642,MYL6B;MYL6;MYL6,3'UTR;TSS1500;TSS1500
cg15463769,0.16,0.024,0.991,1.000,chr3,49058069,DALRD3;MIR191;NDUFAF3;MIR425;NDUFAF3;NDUFAF3;NDUFAF3,5'UTR;Body;TSS1500;TSS1500;TSS1500;5'UTR;TSS1500
cg12610013,0.21,0.024,0.991,1.000,chr14,73409314,DCAF4;DCAF4;DCAF4;DCAF4;DCAF4,Body;Body;Body;Body;Body
cg25333947,-0.13,0.024,0.991,1.000,chr1,20151819,,
cg15055494,-0.06,0.024,0.991,1.000,chr17,17140558,FLCN;FLCN,TSS200;TSS200
cg23240149,0.32,0.024,0.991,1.000,chr11,34075172,CAPRIN1;CAPRIN1,Body;Body
cg21057467,-0.22,0.024,0.991,1.000,chr16,88720046,MVD,Body
cg17063565,0.11,0.024,0.991,1.000,chr18,24878417,,
cg26988331,0.41,0.024,0.991,1.000,chr7,925778,C7orf20,Body
cg14538788,0.08,0.024,0.991,1.000,chr4,74402714,,
cg12628261,-0.17,0.024,0.991,1.000,chr1,9770104,PIK3CD,5'UTR
cg21872822,0.12,0.024,0.991,1.000,chr17,47074881,IGF2BP1;IGF2BP1;IGF2BP1;IGF2BP1,5'UTR;5'UTR;1stExon;1stExon
cg21227845,-0.07,0.024,0.991,1.000,chr11,77531904,AAMDC;RSF1,TSS1500;TSS200
cg09694403,-0.06,0.024,0.991,1.000,chr14,60632105,DHRS7;DHRS7,5'UTR;1stExon
cg16322590,-0.15,0.024,0.991,1.000,chr19,452920,SHC2,Body
cg04553838,-0.24,0.024,0.991,1.000,chr11,101454733,TRPC6,TSS200
cg14090535,0.09,0.024,0.991,1.000,chr1,185396046,,
cg01962601,0.09,0.024,0.991,1.000,chr15,67932157,MAP2K5;MAP2K5;MAP2K5,Body;Body;Body
cg20488697,-0.26,0.024,0.991,1.000,chr17,79885644,LOC92659;MAFG,TSS200;TSS200
cg16788286,-0.23,0.024,0.991,1.000,chr8,142216031,,
cg23057831,0.12,0.024,0.991,1.000,chr8,82633454,ZFAND1;ZFAND1;ZFAND1;ZFAND1;ZFAND1;ZFAND1;ZFAND1,Body;Body;Body;Body;Body;Body;Body
cg25144893,-0.24,0.024,0.991,1.000,chr1,63792210,,
cg16950783,0.10,0.024,0.991,1.000,chr10,61844537,ANK3;ANK3;ANK3;ANK3,Body;Body;Body;Body
cg18404205,0.24,0.024,0.991,1.000,chr7,20822829,SP8;SP8,3'UTR;3'UTR
cg16203203,0.17,0.024,0.991,1.000,chr6,125284659,STL,TSS1500
cg06915202,0.35,0.024,0.991,1.000,chr7,98029285,BAIAP2L1,Body
cg10380362,0.24,0.024,0.991,1.000,chr6,30646949,KIAA1949;KIAA1949,Body;Body
cg12172721,-0.26,0.024,0.991,1.000,chr14,61822809,PRKCH,Body
cg25014201,-0.12,0.024,0.991,1.000,chr15,69803324,,
cg14159509,-0.31,0.024,0.991,1.000,chr22,50219746,BRD1;BRD1,5'UTR;TSS200
cg05485241,-0.13,0.024,0.991,1.000,chr6,137311162,NHEG1,Body
cg23027118,0.12,0.024,0.991,1.000,chr6,139592579,TXLNB,Body
cg12400781,-0.16,0.024,0.991,1.000,chr19,1470787,APC2,3'UTR
cg02158978,0.22,0.024,0.991,1.000,chr12,133134938,FBRSL1,Body
cg19472116,-0.09,0.024,0.991,1.000,chr5,134074186,CAMLG,TSS200
cg27418099,-0.13,0.024,0.991,1.000,chr16,88941395,CBFA2T3;CBFA2T3,3'UTR;3'UTR
cg11079354,0.22,0.024,0.991,1.000,chr6,27740361,,
cg23937138,0.35,0.024,0.991,1.000,chr22,43539637,MCAT;MCAT,TSS1500;TSS1500
cg03573179,0.25,0.024,0.991,1.000,chr6,36165382,BRPF3,5'UTR
cg07987890,-0.24,0.024,0.991,1.000,chr15,69366322,MIR548H4,Body
cg15706568,1.03,0.024,0.991,1.000,chr22,49447845,,
cg00867889,-0.13,0.024,0.991,1.000,chr8,133056586,OC90,Body
cg18518074,-0.36,0.024,0.991,1.000,chr11,64642316,EHD1,Body
cg25691335,0.14,0.024,0.991,1.000,chr2,96861580,STARD7,Body
cg02025407,-0.17,0.024,0.991,1.000,chr20,5986831,CRLS1;CRLS1;CRLS1,1stExon;5'UTR;TSS1500
cg24645447,-0.32,0.024,0.991,1.000,chr1,243426679,SDCCAG8,Body
cg14603620,-0.09,0.024,0.991,1.000,chr17,38334166,RAPGEFL1,TSS200
cg09524783,-0.08,0.024,0.991,1.000,chr5,38025467,,
cg05870135,0.16,0.024,0.991,1.000,chr2,151344352,RND3,TSS200
cg01182171,-0.13,0.024,0.991,1.000,chr6,106252695,,
cg05508074,-0.39,0.024,0.991,1.000,chr14,52720463,,
cg16738336,-0.19,0.024,0.991,1.000,chr5,54603429,DHX29;SKIV2L2;DHX29,5'UTR;TSS200;1stExon
cg25950505,-0.16,0.024,0.991,1.000,chr17,79865516,PCYT2,Body
cg10160614,-0.14,0.024,0.991,1.000,chr2,239544973,,
cg20082595,-0.18,0.024,0.991,1.000,chr21,47476396,,
cg00787008,0.19,0.024,0.991,1.000,chr17,56198423,,
cg14057760,-0.26,0.024,0.991,1.000,chr12,12982506,DDX47;DDX47,3'UTR;3'UTR
cg00471293,-0.29,0.024,0.991,1.000,chr5,37758484,,
cg05369141,-0.32,0.024,0.991,1.000,chr6,42052839,,
cg15039981,-0.19,0.024,0.991,1.000,chr18,57329494,CCBE1,Body
cg07731455,-0.21,0.024,0.991,1.000,chr3,14220336,LSM3;XPC;XPC;XPC;LSM3,1stExon;TSS200;TSS200;TSS200;5'UTR
cg17108430,-0.24,0.024,0.991,1.000,chr4,108745557,SGMS2,TSS200
cg07989042,0.20,0.024,0.991,1.000,chr7,128410110,CALU;CALU,3'UTR;3'UTR
cg16580232,-0.21,0.024,0.991,1.000,chr2,55386581,,
cg06652484,-0.29,0.024,0.991,1.000,chr9,129242893,MVB12B,Body
cg02277272,-0.17,0.024,0.991,1.000,chr9,96968193,MIRLET7DHG;MIRLET7DHG,TSS1500;TSS1500
cg22670819,-0.36,0.024,0.991,1.000,chr6,31913759,CFB;CFB,1stExon;5'UTR
cg00893636,-0.47,0.024,0.991,1.000,chr3,37034840,EPM2AIP1;MLH1;MLH1;MLH1;MLH1;MLH1,TSS200;TSS1500;TSS1500;TSS1500;1stExon;5'UTR
cg00146334,-0.15,0.024,0.991,1.000,chr22,18110190,ATP6V1E1;ATP6V1E1;ATP6V1E1,Body;Body;Body
cg20328799,-0.34,0.024,0.991,1.000,chr2,120985492,,
cg08285044,0.13,0.024,0.991,1.000,chr12,46947061,LOC100288798;LOC100288798;LOC100288798;LOC100288798;LOC100288798,Body;Body;Body;Body;Body
cg16306078,0.22,0.024,0.991,1.000,chr6,126000798,,
cg24965496,-0.21,0.024,0.991,1.000,chr6,32355370,,
cg11472319,-0.22,0.024,0.991,1.000,chr21,45284432,AGPAT3,TSS1500
cg23230158,-0.33,0.024,0.991,1.000,chr1,230260837,GALNT2,Body
cg04491552,0.14,0.024,0.991,1.000,chr6,158486506,SYNJ2;SYNJ2,Body;Body
cg11949518,0.60,0.024,0.991,1.000,chr17,78912765,RPTOR;RPTOR,Body;Body
cg24886356,0.18,0.024,0.991,1.000,chr5,176300261,UNC5A,Body
cg11901272,-0.12,0.024,0.991,1.000,chr6,29760447,HCG4,Body
cg22858549,0.19,0.024,0.991,1.000,chr6,31865118,EHMT2;EHMT2,Body;Body
cg07062262,-0.12,0.024,0.991,1.000,chr11,72142353,CLPB,Body
cg16627087,-0.23,0.024,0.991,1.000,chr1,8933118,ENO1;ENO1,TSS1500;Body
cg13542368,0.12,0.024,0.991,1.000,chr10,95049539,,
cg14187598,0.09,0.024,0.991,1.000,chr4,48940796,,
cg12732864,0.15,0.024,0.991,1.000,chr6,31598424,BAT2,Body
cg08614346,0.11,0.024,0.991,1.000,chr12,10892682,,
cg25930146,-0.24,0.024,0.991,1.000,chr8,22539444,,
cg01361751,-0.11,0.024,0.991,1.000,chr8,38243628,LETM2;LETM2;LETM2;LETM2;LETM2;LETM2,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg11250170,0.19,0.024,0.991,1.000,chr7,142749259,OR6V1,TSS200
cg22811647,-0.33,0.024,0.991,1.000,chr14,105748448,BRF1,Body
cg03425199,0.15,0.024,0.991,1.000,chr2,179751096,CCDC141,Body
cg17825141,-0.07,0.024,0.991,1.000,chr6,130687393,SAMD3;TMEM200A;TMEM200A,TSS1500;TSS200;TSS200
cg19171005,-0.12,0.024,0.991,1.000,chr16,87232141,,
cg20027050,-0.16,0.024,0.991,1.000,chr11,71791715,LRTOMT;LRTOMT;LRTOMT;LRTOMT;LRTOMT;LRTOMT;NUMA1;LRTOMT;LRTOMT;LRTOMT;LRTOMT;LRTOMT,5'UTR;1stExon;5'UTR;Body;1stExon;1stExon;TSS200;1stExon;5'UTR;1stExon;5'UTR;5'UTR
cg04022001,-0.20,0.024,0.991,1.000,chr9,133058968,HMCN2;HMCN2,ExonBnd;Body
cg11138643,0.23,0.024,0.991,1.000,chr1,118151829,FAM46C,5'UTR
cg25694966,-0.09,0.024,0.991,1.000,chr5,76788427,WDR41,TSS200
cg21329975,-0.26,0.024,0.991,1.000,chr4,15471214,CC2D2A;CC2D2A;CC2D2A,TSS1500;TSS1500;TSS1500
cg19441866,-0.09,0.024,0.991,1.000,chr11,8857239,ST5,5'UTR
cg01971671,-0.30,0.024,0.991,1.000,chr17,46240670,SKAP1;SKAP1,Body;Body
cg27434137,-0.10,0.024,0.991,1.000,chr1,118472669,WDR3;GDAP2;GDAP2,5'UTR;TSS1500;TSS1500
cg21851210,-0.30,0.024,0.991,1.000,chr3,192167183,FGF12,Body
cg02209843,-0.24,0.024,0.991,1.000,chr2,68692448,FBXO48,5'UTR
cg02953927,-0.29,0.024,0.991,1.000,chr15,44038812,PDIA3;CATSPER2P1,1stExon;TSS1500
cg14440600,-0.28,0.024,0.991,1.000,chr19,50193021,CPT1C;CPT1C;C19orf76;C19orf76,TSS1500;TSS1500;1stExon;5'UTR
cg08140634,-0.06,0.024,0.991,1.000,chr22,21356518,FLJ39582;FLJ39582;THAP7;THAP7,Body;Body;TSS200;TSS200
cg16804461,-0.18,0.024,0.991,1.000,chr5,17396504,,
cg04600165,0.08,0.024,0.991,1.000,chr4,123455120,,
cg10069677,-0.42,0.024,0.991,1.000,chr10,96306185,HELLS,Body
cg04186533,-0.34,0.024,0.991,1.000,chr22,31160059,OSBP2;OSBP2;OSBP2;OSBP2,TSS200;Body;Body;Body
cg11432034,-0.15,0.024,0.991,1.000,chr3,13520913,HDAC11;HDAC11,TSS1500;TSS1500
cg15466571,0.16,0.024,0.991,1.000,chr1,5940692,NPHP4,Body
cg00742589,0.12,0.024,0.991,1.000,chr8,137472912,,
cg08715469,-0.11,0.024,0.991,1.000,chr4,44728051,GNPDA2,5'UTR
cg13837843,-0.08,0.024,0.991,1.000,chr11,2399355,CD81-AS1;CD81;CD81,TSS200;5'UTR;Body
cg20690028,-0.24,0.024,0.991,1.000,chr5,126852955,PRRC1,TSS1500
cg08508845,-0.27,0.024,0.991,1.000,chr14,88490333,LOC101928791;LINC01146,Body;TSS1500
cg14175580,-0.16,0.024,0.991,1.000,chr1,200709051,CAMSAP1L1,1stExon
cg21097413,-0.29,0.024,0.991,1.000,chr5,157291477,,
cg12815355,-0.10,0.024,0.991,1.000,chr2,75894077,C2orf3,Body
cg21930399,-0.07,0.024,0.991,1.000,chr1,94883754,ABCD3;ABCD3,TSS200;TSS200
cg19235048,-0.32,0.024,0.991,1.000,chr8,129831868,,
cg18852672,-0.19,0.024,0.991,1.000,chr19,1990728,BTBD2,Body
cg04742627,-0.16,0.024,0.991,1.000,chr9,140473545,WDR85,TSS200
cg12031863,-0.31,0.024,0.991,1.000,chr16,4587854,C16orf5,5'UTR
cg00526547,0.31,0.024,0.991,1.000,chr22,37040626,CACNG2,Body
cg24435866,-0.07,0.024,0.991,1.000,chr1,154976595,ZBTB7B,5'UTR
cg00720764,-0.10,0.024,0.991,1.000,chr2,150444429,MMADHC,TSS200
cg07199764,0.46,0.024,0.991,1.000,chr1,5347468,,
cg11877648,0.20,0.024,0.991,1.000,chr15,65217872,ANKDD1A,Body
cg20864330,-0.19,0.024,0.991,1.000,chr8,142160890,DENND3,Body
cg27360282,-0.15,0.024,0.991,1.000,chr1,25228922,RUNX3;RUNX3,Body;Body
cg04262140,-0.20,0.024,0.991,1.000,chr17,46827626,,
cg05568761,-0.16,0.024,0.991,1.000,chr17,42297957,UBTF;UBTF,TSS1500;5'UTR
cg01569076,-0.10,0.024,0.991,1.000,chr3,128144999,,
cg11109027,-0.20,0.024,0.991,1.000,chr1,207991720,LOC148696,TSS200
cg16808149,-0.43,0.024,0.991,1.000,chr3,124782311,,
cg00676536,-0.08,0.024,0.991,1.000,chr2,41924253,,
cg14476013,-0.11,0.024,0.991,1.000,chr12,4757768,NDUFA9;AKAP3;AKAP3,TSS1500;5'UTR;5'UTR
cg00779926,-0.28,0.024,0.991,1.000,chr4,913553,GAK;GAK,Body;Body
cg26651514,-0.16,0.024,0.991,1.000,chr13,33864734,,
cg24484971,0.10,0.024,0.991,1.000,chr1,211666452,RD3;RD3,TSS200;TSS200
cg26343358,0.38,0.024,0.991,1.000,chr6,31275666,,
