"Excel Table 2: Differentially methylatied positions (p < 0.05) within the Chile buccal cell study. Models adjusted for sex, age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg25737372,0.18,0.01797638759,0.851,1.000,chr3,99251536,,
cg23375068,-0.18,0.01797644188,0.851,1.000,chr22,50925113,MIOX,TSS200
cg26600731,0.24,0.01797825291,0.851,1.000,chr1,167130512,,
cg09504570,0.20,0.01797869987,0.851,1.000,chr8,8493391,,
cg10793444,0.15,0.01797903912,0.851,1.000,chr1,42115152,HIVEP3;HIVEP3,5'UTR;5'UTR
cg24191285,-0.41,0.01797934005,0.851,1.000,chr17,73893206,TRIM65,TSS200
cg07984173,0.15,0.01798078462,0.851,1.000,chr10,97625948,ENTPD1;ENTPD1;ENTPD1;ENTPD1;ENTPD1-AS1;ENTPD1;ENTPD1;ENTPD1,Body;Body;Body;Body;Body;Body;Body;Body
cg01350993,0.15,0.01798100612,0.851,1.000,chr3,19850542,,
cg21422243,-0.17,0.01798172483,0.851,1.000,chr10,75757315,VCL;VCL,TSS1500;TSS1500
cg15617545,0.32,0.0179822255,0.851,1.000,chr11,57365018,SERPING1;SERPING1,TSS1500;TSS200
cg13232078,0.21,0.01798251956,0.851,1.000,chr17,73205302,NUP85;NUP85,5'UTR;Body
cg18101914,0.20,0.01798292996,0.851,1.000,chr7,1585465,TMEM184A,3'UTR
cg14885277,0.14,0.01798294574,0.851,1.000,chr2,201215882,SPATS2L;SPATS2L;SPATS2L;SPATS2L;SPATS2L;SPATS2L;SPATS2L,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;Body
cg16094026,0.23,0.01798305233,0.851,1.000,chr17,80740537,TBCD,Body
cg10366142,0.17,0.01798320351,0.851,1.000,chr8,110574743,EBAG9;EBAG9;EBAG9,Body;Body;Body
cg18893000,0.26,0.01798461679,0.851,1.000,chr7,107931294,NRCAM;NRCAM,5'UTR;5'UTR
cg15835735,0.14,0.01798573089,0.851,1.000,chr5,173135031,LINC01484,Body
cg04848349,0.33,0.01798611522,0.851,1.000,chr1,117882838,,
cg04731084,-0.33,0.01798972733,0.851,1.000,chr14,104636633,KIF26A,Body
cg08599437,0.22,0.01799026473,0.851,1.000,chr22,28033286,,
cg05869964,0.16,0.01799170105,0.851,1.000,chr5,111095756,C5orf13;C5orf13,Body;Body
cg16048206,0.28,0.01799398874,0.851,1.000,chr14,32800640,AKAP6,5'UTR
cg27369772,-0.45,0.01799452529,0.851,1.000,chr12,86036826,,
cg11133633,0.11,0.01799806412,0.851,1.000,chr21,30516922,MAP3K7CL;MAP3K7CL;MAP3K7CL;MAP3K7CL;MAP3K7CL;MAP3K7CL;MAP3K7CL;MAP3K7CL,TSS1500;Body;Body;Body;Body;Body;Body;Body
cg08230167,0.26,0.01799895547,0.851,1.000,chr9,12814397,LURAP1L-AS1;LURAP1L,TSS200;Body
cg04966714,0.18,0.01799996055,0.851,1.000,chr14,106071722,,
cg09558551,0.26,0.01800011782,0.851,1.000,chr5,153865603,,
cg13420934,0.15,0.01800210057,0.851,1.000,chr6,3088823,RIPK1,Body
cg01680661,0.15,0.01800232784,0.851,1.000,chr1,45989670,PRDX1,TSS1500
cg26717280,-0.16,0.01800347304,0.851,1.000,chr5,176279817,UNC5A,Body
cg06726393,-0.38,0.01800364372,0.851,1.000,chr16,3285272,ZNF200;ZNF200;ZNF200;ZNF200;ZNF200;ZNF200;ZNF200;ZNF200;ZNF200;ZNF200,5'UTR;5'UTR;5'UTR;5'UTR;TSS200;1stExon;1stExon;TSS200;1stExon;1stExon
cg26698347,0.25,0.01800403018,0.851,1.000,chr12,48214620,HDAC7;HDAC7;HDAC7,TSS1500;TSS1500;TSS1500
cg10138623,0.17,0.01800410566,0.851,1.000,chr10,113597444,,
cg19970236,-0.37,0.01800472529,0.851,1.000,chr16,30418723,ZNF771;ZNF771,TSS200;TSS200
cg16565952,0.31,0.01800549184,0.851,1.000,chr8,56893587,LYN;LYN,Body;Body
cg04461663,0.16,0.01800590263,0.851,1.000,chr12,40019616,C12orf40,TSS1500
cg07234958,-0.25,0.01800610262,0.851,1.000,chr13,93880583,GPC6,Body
cg04864765,0.21,0.01800650824,0.851,1.000,chr1,20151230,,
cg06735285,-0.38,0.01800674885,0.851,1.000,chr11,117653860,DSCAML1,Body
cg07065569,0.16,0.01800747288,0.851,1.000,chr3,26752402,,
cg16848843,0.46,0.01800834988,0.851,1.000,chr19,53290102,ZNF600,TSS200
cg17381565,-0.16,0.01800904612,0.851,1.000,chr11,66336125,CTSF,TSS200
cg10784792,0.19,0.01801099277,0.851,1.000,chr15,74111225,,
cg15158875,0.16,0.01801325022,0.851,1.000,chr12,27575810,ARNTL2-AS1;ARNTL2;ARNTL2;ARNTL2;ARNTL2;ARNTL2,Body;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR
cg02250191,0.26,0.0180143488,0.851,1.000,chr2,27068753,,
cg12037641,0.14,0.01801707293,0.851,1.000,chr1,21550712,ECE1;ECE1;ECE1;ECE1,Body;Body;Body;Body
cg09286787,0.24,0.01801789116,0.851,1.000,chr19,50978619,C19orf63;C19orf63;FAM71E1,TSS1500;TSS1500;Body
cg03599134,-0.24,0.01801877991,0.851,1.000,chr1,32045267,TINAGL1;TINAGL1;TINAGL1,Body;Body;Body
cg05498235,-0.23,0.0180191505,0.851,1.000,chr7,8763934,NXPH1,Body
cg17017644,0.20,0.01801984723,0.851,1.000,chr12,50747550,FAM186A,Body
cg09918657,-0.15,0.01802065147,0.851,1.000,chr16,14397207,MIR193B,TSS1500
cg01023080,0.14,0.01802293438,0.851,1.000,chr2,119035907,,
cg25964213,-0.26,0.01802401354,0.851,1.000,chr8,17207503,MTMR7,Body
cg17957801,-0.13,0.01802668705,0.851,1.000,chr17,618492,VPS53;VPS53,TSS1500;TSS1500
cg17808839,0.25,0.01802822004,0.851,1.000,chr1,182327442,,
cg01366467,-0.13,0.01802858895,0.851,1.000,chr20,3185206,DDRGK1,1stExon
cg18683707,-0.25,0.0180289962,0.851,1.000,chr5,148754068,IL17B,Body
cg13476123,0.30,0.01802961477,0.851,1.000,chr9,140331284,ENTPD8;ENTPD8,Body;Body
cg12379046,0.20,0.01803038601,0.851,1.000,chr10,133773711,,
cg00591597,0.29,0.01803136782,0.851,1.000,chr12,125144945,,
cg11554328,0.24,0.0180343786,0.851,1.000,chr3,14576683,GRIP2,Body
cg16288872,0.16,0.01803525773,0.851,1.000,chr1,205745761,RAB7L1;RAB7L1;RAB7L1;RAB7L1,TSS1500;TSS1500;TSS1500;TSS1500
cg09317502,0.36,0.01803569771,0.851,1.000,chr7,92857260,HEPACAM2,TSS1500
cg03041658,0.25,0.01803680496,0.851,1.000,chr7,94543948,PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A,Body;Body;Body;Body;Body
cg24346507,-0.14,0.0180375052,0.851,1.000,chr1,217114101,ESRRG;ESRRG;ESRRG,5'UTR;5'UTR;5'UTR
cg08682625,0.27,0.01803823613,0.851,1.000,chr8,128470793,LOC727677,Body
cg17436954,0.16,0.01804048849,0.851,1.000,chr10,44354846,LINC00840,TSS200
cg22069296,0.23,0.01804207088,0.851,1.000,chr2,85863149,USP39;USP39;USP39;USP39;USP39;USP39,Body;Body;Body;Body;Body;Body
cg20822372,-0.34,0.01804337964,0.851,1.000,chr15,89954659,,
cg16792771,0.21,0.01804376661,0.851,1.000,chr20,22356676,,
cg11516463,0.15,0.01804413211,0.851,1.000,chr5,53811272,,
cg02558084,0.25,0.01804458753,0.851,1.000,chr5,137417065,,
cg03581218,0.14,0.01804534404,0.851,1.000,chr1,95508282,ALG14;ALG14;ALG14,Body;Body;Body
cg27391445,-0.23,0.01804540443,0.851,1.000,chr1,231954090,DISC2;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1;TSNAX-DISC1,Body;ExonBnd;ExonBnd;ExonBnd;ExonBnd;ExonBnd;ExonBnd;ExonBnd;ExonBnd;ExonBnd;ExonBnd;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg09024008,0.18,0.01804603105,0.851,1.000,chr12,57526010,LRP1,Body
cg14346362,0.21,0.01804721314,0.851,1.000,chr20,5918840,TRMT6,3'UTR
cg02941293,-0.14,0.01804725232,0.851,1.000,chr1,211500002,TRAF5;TRAF5;TRAF5,TSS200;1stExon;5'UTR
cg06358433,-0.17,0.01804764497,0.851,1.000,chr11,85955809,EED;EED,TSS200;TSS200
cg01673713,-0.26,0.01804820113,0.851,1.000,chr19,36139616,COX6B1,5'UTR
cg19367522,-0.24,0.01805146843,0.851,1.000,chr17,16492836,,
cg11401257,-0.21,0.01805285757,0.851,1.000,chr1,226926945,ITPKB,TSS200
cg06960413,0.23,0.0180543877,0.851,1.000,chr6,167013972,RPS6KA2;RPS6KA2,Body;Body
cg24254101,-0.23,0.018054581,0.851,1.000,chr15,40241413,EIF2AK4,Body
cg02700328,-0.22,0.0180570446,0.851,1.000,chr2,222432475,EPHA4,Body
cg07050432,0.26,0.01805990005,0.851,1.000,chr21,26842564,,
cg05113958,0.49,0.01806148032,0.851,1.000,chr17,48918321,WFIKKN2,Body
cg09997091,-0.27,0.01806169869,0.851,1.000,chr16,1877860,FAHD1;FAHD1;FAHD1;HAGH;HAGH;HAGH,1stExon;1stExon;1stExon;TSS1500;TSS1500;TSS1500
cg15703377,-0.34,0.01806173952,0.851,1.000,chr17,71282593,CDC42EP4,Body
cg10681237,-0.30,0.01806436907,0.851,1.000,chr1,175037023,TNN;TNN,1stExon;5'UTR
cg05973262,-0.37,0.01806600918,0.851,1.000,chr6,32191895,NOTCH4,TSS200
cg06650235,-0.76,0.01806840475,0.851,1.000,chr6,138597355,ARFGEF3,Body
cg16747861,0.21,0.01806885957,0.851,1.000,chr14,39640418,TRAPPC6B;TRAPPC6B,TSS1500;TSS1500
cg00796661,0.12,0.01806947136,0.851,1.000,chr1,116856120,,
cg07548995,0.31,0.01806986345,0.851,1.000,chr2,105652155,,
cg26568189,0.19,0.01807031927,0.851,1.000,chr1,44330548,ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3;ST3GAL3,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg27516111,0.19,0.01807125851,0.851,1.000,chr12,13836275,GRIN2B,Body
cg15953936,0.23,0.01807149545,0.851,1.000,chr12,8932635,RIMKLB,Body
cg25162631,-0.22,0.01807348743,0.851,1.000,chr12,7022135,LRRC23;LRRC23;LRRC23;ENO2,Body;Body;Body;TSS1500
cg14855972,0.37,0.01807433931,0.851,1.000,chr1,101004472,GPR88,5'UTR
cg26299415,0.31,0.01807479269,0.851,1.000,chr15,90758238,SEMA4B;SEMA4B,Body;Body
cg07490276,-0.19,0.0180767607,0.851,1.000,chr14,70233797,SFRS5;SFRS5;LOC100289511,TSS200;TSS200;Body
cg18563642,0.38,0.01807727478,0.851,1.000,chr3,55022648,CACNA2D3,Body
cg23598604,0.21,0.01807824299,0.851,1.000,chr1,99732472,LPPR4;LPPR4,Body;Body
cg00563754,0.27,0.01807869201,0.851,1.000,chr15,33453630,FMN1;FMN1,5'UTR;5'UTR
cg25092712,0.32,0.01807962222,0.851,1.000,chr19,38524517,SIPA1L3,5'UTR
cg10722533,0.38,0.0180801219,0.851,1.000,chr11,70491687,SHANK2;SHANK2;SHANK2,Body;Body;Body
cg26092563,0.15,0.01808294823,0.851,1.000,chr15,69759267,,
cg17690018,0.30,0.01808349511,0.851,1.000,chr3,179692453,PEX5L;PEX5L;PEX5L;PEX5L;PEX5L;PEX5L;PEX5L;PEX5L,TSS1500;TSS1500;TSS1500;Body;Body;Body;Body;Body
cg23125608,-0.12,0.01808393695,0.851,1.000,chr5,132165899,,
cg02081305,0.19,0.01808471157,0.851,1.000,chr2,37408885,SULT6B1,Body
cg06170922,-0.31,0.01808479507,0.851,1.000,chr6,52859660,GSTA4,5'UTR
cg04208064,-0.46,0.01808509996,0.851,1.000,chr10,100184532,HPS1,Body
cg20296888,0.24,0.01808730575,0.851,1.000,chr12,121525638,,
cg10146216,0.12,0.01808750899,0.851,1.000,chr4,77176869,FAM47E,Body
cg15528109,0.23,0.01808811201,0.851,1.000,chr17,7530477,SAT2;SHBG;SHBG;SAT2;SHBG,Body;TSS1500;TSS1500;ExonBnd;5'UTR
cg26369259,0.25,0.01808981225,0.851,1.000,chr17,31340636,ACCN1;ACCN1,3'UTR;3'UTR
cg22160769,0.29,0.01809020163,0.851,1.000,chr7,134885498,WDR91,Body
cg06100991,-0.22,0.01809104514,0.851,1.000,chr4,111119437,ELOVL6;ELOVL6,1stExon;Body
cg13312976,0.22,0.01809254085,0.851,1.000,chr6,43303332,,
cg07154840,0.17,0.01809498905,0.851,1.000,chr6,24451361,GPLD1,Body
cg09272746,-0.36,0.01809535875,0.851,1.000,chr11,67237123,TMEM134;TMEM134;TMEM134,TSS1500;TSS1500;TSS1500
cg05633900,0.46,0.01809635916,0.851,1.000,chr3,39543707,MOBP;MOBP;MOBP;MOBP;MOBP;MOBP;MOBP,1stExon;Body;Body;Body;Body;Body;Body
cg10587183,0.35,0.0180972957,0.851,1.000,chr13,36048892,MAB21L1;MIR548F5;NBEA;MAB21L1,1stExon;Body;Body;3'UTR
cg13488351,-0.14,0.01809765827,0.851,1.000,chr10,124134494,PLEKHA1,5'UTR
cg12680071,0.19,0.01809843045,0.851,1.000,chr19,36139062,COX6B1,TSS200
cg24413992,0.22,0.01809878857,0.851,1.000,chr11,73066377,ARHGEF17,Body
cg02743293,-0.41,0.01809948751,0.851,1.000,chr3,113250921,SIDT1;SIDT1,TSS1500;TSS1500
cg06244510,0.19,0.01810064651,0.851,1.000,chr11,43336780,API5;API5;API5;API5,Body;Body;Body;Body
cg27123464,0.25,0.018100696,0.851,1.000,chr21,45809043,TRPM2,Body
cg19378036,-0.29,0.0181010066,0.851,1.000,chr17,36105364,HNF1B;HNF1B,TSS1500;TSS1500
cg17632214,-0.14,0.01810129178,0.851,1.000,chr22,31556050,RNF185;RNF185;RNF185;RNF185;RNF185;RNF185;RNF185,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg15310764,0.37,0.018102789,0.851,1.000,chr12,50305546,LOC283332;LOC101927292,Body;TSS200
cg05986351,0.14,0.01810456464,0.851,1.000,chr12,4008182,,
cg02131499,0.16,0.01810560287,0.851,1.000,chr10,127445277,EDRF1;EDRF1;EDRF1;EDRF1;EDRF1,Body;Body;Body;Body;Body
cg08543721,-0.35,0.01810849027,0.851,1.000,chr4,175205820,KIAA1712;KIAA1712;FBXO8,5'UTR;5'UTR;TSS1500
cg14190545,0.30,0.01810919076,0.851,1.000,chr8,57453062,LINC00968;LOC101929415,Body;Body
cg00411120,0.19,0.0181096926,0.851,1.000,chr21,46266950,,
cg03169170,0.23,0.01811077905,0.851,1.000,chr16,67698948,C16orf48,Body
cg10256733,0.20,0.01811274568,0.851,1.000,chr2,1879874,MYT1L,Body
cg06894599,0.39,0.01811475957,0.851,1.000,chr16,34984393,FLJ26245,Body
cg09796747,0.24,0.01811505229,0.851,1.000,chr18,13018129,CEP192,Body
cg15641988,-0.14,0.01811529044,0.851,1.000,chr9,100395948,TSTD2;TSTD2;NCBP1;NCBP1,5'UTR;1stExon;5'UTR;1stExon
cg23667124,0.28,0.01811612878,0.851,1.000,chr8,124215357,FAM83A-AS1;FAM83A;FAM83A;FAM83A,TSS1500;Body;Body;Body
cg24842889,-0.19,0.01811667489,0.851,1.000,chr12,105501362,KIAA1033,TSS200
cg04861640,-0.20,0.01811781893,0.851,1.000,chr6,28234605,ZNF187;ZNF187;ZNF187,TSS200;TSS200;TSS200
cg04915079,0.20,0.0181186855,0.851,1.000,chr19,18385851,KIAA1683;KIAA1683;KIAA1683,TSS1500;TSS1500;TSS1500
cg26920605,-0.26,0.01811977006,0.851,1.000,chr21,45772566,TRPM2;TRPM2,TSS1500;TSS1500
cg14929496,-0.24,0.01812168571,0.851,1.000,chr20,20761285,,
cg07017093,-0.44,0.01812175277,0.851,1.000,chr1,118471375,WDR3;GDAP2;GDAP2,TSS1500;5'UTR;5'UTR
cg00106564,-0.58,0.01812332538,0.851,1.000,chr9,277742,DOCK8;DOCK8;DOCK8,5'UTR;5'UTR;Body
cg13998395,0.21,0.01812383911,0.851,1.000,chr7,98553760,TRRAP,Body
cg01722644,0.46,0.01812444006,0.851,1.000,chr11,46258826,,
cg02817007,0.22,0.01812444811,0.851,1.000,chr3,50379334,RASSF1;ZMYND10;RASSF1,TSS1500;Body;TSS1500
cg23100498,0.24,0.01812501596,0.851,1.000,chr19,40338077,FBL,TSS1500
cg00982952,0.23,0.01812505048,0.851,1.000,chr16,74638278,GLG1;GLG1;GLG1;GLG1;GLG1,Body;Body;Body;Body;Body
cg01024962,0.14,0.01812597326,0.851,1.000,chr14,31389792,STRN3;STRN3,Body;Body
cg16969623,-0.24,0.01812653693,0.851,1.000,chr19,54024182,ZNF331;ZNF331,1stExon;5'UTR
cg11937096,0.14,0.01812857227,0.851,1.000,chr18,59537498,RNF152,5'UTR
cg18406792,-0.30,0.01812929763,0.851,1.000,chr18,13620807,C18orf1;C18orf1;C18orf1;C18orf1;C18orf1;C18orf1,TSS200;Body;Body;Body;TSS200;Body
cg08839577,0.14,0.01813214316,0.851,1.000,chr2,210899654,KANSL1L;KANSL1L;LOC101928020,Body;Body;Body
cg00455216,0.29,0.01813359617,0.851,1.000,chr16,52579649,TOX3;TOX3,5'UTR;Body
cg16532755,-0.20,0.01813366823,0.851,1.000,chr21,27011482,JAM2,TSS200
cg11038604,-0.22,0.01813407977,0.851,1.000,chr10,14996337,DCLRE1C;DCLRE1C;DCLRE1C;DCLRE1C,TSS1500;TSS1500;TSS1500;TSS1500
cg22272421,0.16,0.01813559303,0.851,1.000,chr5,61360982,,
cg10821964,0.23,0.01813559919,0.851,1.000,chr15,40269214,EIF2AK4,Body
cg02208653,-0.16,0.01813789131,0.851,1.000,chr2,25565509,DNMT3A;DNMT3A;DNMT3A,TSS1500;TSS200;TSS200
cg10347032,-0.32,0.01813893001,0.851,1.000,chr3,183543704,MAP6D1,TSS1500
cg13662225,0.25,0.01814205652,0.851,1.000,chr2,73308876,RAB11FIP5,Body
cg02041575,-0.13,0.01814390964,0.851,1.000,chr17,38514925,,
cg05208400,-0.19,0.01814411965,0.851,1.000,chr2,227538347,,
cg03416541,-0.35,0.01814447919,0.851,1.000,chr3,97541063,,
cg24534739,0.23,0.01814633543,0.851,1.000,chr5,164047854,,
cg14960414,-0.18,0.0181467607,0.851,1.000,chr20,62332275,ARFRP1;ARFRP1;ARFRP1;ARFRP1;ARFRP1;ARFRP1;ARFRP1;ARFRP1;ARFRP1;ARFRP1;ARFRP1;ARFRP1;ARFRP1,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg06329225,-0.41,0.01814678048,0.851,1.000,chr6,44244469,TMEM151B,3'UTR
cg04787398,0.15,0.01814691348,0.851,1.000,chr1,167751897,MPZL1;MPZL1;MPZL1,Body;Body;Body
cg02071516,0.15,0.01814702237,0.851,1.000,chr3,64497342,,
cg22934849,0.16,0.01814739621,0.851,1.000,chr6,149066130,,
cg02627824,-0.24,0.01814761333,0.851,1.000,chr11,66756107,,
cg00559919,-0.25,0.01814800509,0.851,1.000,chr16,2024618,TBL3,Body
cg11013213,0.20,0.01814929037,0.851,1.000,chr5,140185637,PCDHA4;PCDHA4;PCDHA1;PCDHA1;PCDHA2;PCDHA3,TSS1500;TSS1500;Body;Body;Body;Body
cg05024927,-0.17,0.01814944464,0.851,1.000,chr8,131370414,ASAP1,Body
cg10829621,0.38,0.01815091368,0.851,1.000,chr1,6304421,HES3,5'UTR
cg00248706,0.28,0.01815181116,0.851,1.000,chr1,232087456,DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;DISC1;TSNAX-DISC1,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg06240330,0.20,0.01815301097,0.851,1.000,chr2,69115306,,
cg15347607,0.23,0.01815332643,0.851,1.000,chr4,87957212,AFF1;AFF1,Body;Body
cg03785806,0.14,0.01815412679,0.851,1.000,chr12,131304373,STX2;STX2,Body;Body
cg17976229,0.17,0.01815486656,0.851,1.000,chr11,5653336,TRIM34;TRIM34;TRIM34;TRIM6-TRIM34;TRIM34,5'UTR;5'UTR;TSS200;Body;5'UTR
cg21887591,-0.31,0.0181557849,0.851,1.000,chr3,5259831,EDEM1,3'UTR
cg23353920,0.20,0.01815843004,0.851,1.000,chr2,79749388,CTNNA2;CTNNA2;CTNNA2;CTNNA2,TSS1500;5'UTR;5'UTR;5'UTR
cg16529686,0.25,0.01816099906,0.851,1.000,chr1,200175553,,
cg16716096,0.27,0.01816103795,0.851,1.000,chr5,92024079,,
cg26884705,0.14,0.01816127817,0.851,1.000,chr1,32378506,PTP4A2;PTP4A2;PTP4A2,Body;Body;Body
cg19870567,0.31,0.01816154287,0.851,1.000,chr5,172447213,SNORA74B;ATP6V0E1,TSS1500;Body
cg24634058,0.27,0.01816171822,0.851,1.000,chr4,25862295,SEL1L3;SEL1L3;SEL1L3,5'UTR;Body;Body
cg09095914,0.17,0.01816516737,0.851,1.000,chr4,649881,PDE6B;PDE6B;PDE6B,Body;Body;Body
cg01953119,-0.16,0.01816521911,0.851,1.000,chr2,20425340,SDC1;SDC1,TSS1500;TSS200
cg16841325,-0.35,0.01816956702,0.851,1.000,chr7,129603394,,
cg02532528,0.20,0.01817127957,0.851,1.000,chr1,228387202,,
cg14412891,-0.34,0.01817177561,0.851,1.000,chr11,14996701,,
cg21284822,0.62,0.01817189962,0.851,1.000,chr3,194500865,LOC100507391,Body
cg08573038,0.20,0.01817280505,0.851,1.000,chr12,110399302,GIT2;GIT2;GIT2;GIT2;GIT2;GIT2,Body;Body;Body;Body;Body;Body
cg00611395,0.16,0.0181742235,0.851,1.000,chr16,86696049,,
cg07072257,0.19,0.01817852767,0.851,1.000,chr6,13625427,RANBP9,Body
cg14224273,-0.31,0.0181793855,0.851,1.000,chr2,73141868,,
cg07313828,0.23,0.01818247151,0.851,1.000,chr6,13375743,GFOD1;GFOD1;GFOD1,Body;5'UTR;5'UTR
cg08222053,0.22,0.01818289358,0.851,1.000,chr12,56113434,BLOC1S1;RDH5,3'UTR;TSS1500
cg17751688,0.23,0.01818492844,0.851,1.000,chr1,60219047,FGGY;FGGY;FGGY;FGGY,Body;Body;Body;Body
cg22648556,0.42,0.01818503975,0.851,1.000,chr4,177796896,,
cg13223806,-0.17,0.01818626594,0.851,1.000,chr2,60784449,,
cg21680178,-0.21,0.01818702553,0.851,1.000,chr1,27226860,GPATCH3,1stExon
cg00279041,-0.21,0.01818743483,0.851,1.000,chr22,46867824,CELSR1,Body
cg02495620,0.35,0.01818916739,0.851,1.000,chr5,537397,,
cg13032656,0.22,0.01818948734,0.851,1.000,chr6,137773602,,
cg05085127,0.21,0.01818982372,0.851,1.000,chr19,39621926,PAK4;PAK4;PAK4;PAK4;PAK4,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg18230175,-0.29,0.01819147808,0.851,1.000,chr3,192520626,MB21D2,Body
cg20338410,-0.26,0.01819436044,0.851,1.000,chr2,217399275,,
cg11994229,-0.20,0.01819495231,0.851,1.000,chr2,153310258,FMNL2,Body
cg21417545,0.25,0.01819558571,0.851,1.000,chr10,98752404,,
cg15034031,0.23,0.01819724925,0.851,1.000,chr1,244747177,C1orf101;C1orf101;C1orf101;C1orf101;C1orf101;C1orf101,ExonBnd;ExonBnd;ExonBnd;Body;Body;Body
cg20132609,-0.27,0.01819922719,0.851,1.000,chr13,99698423,DOCK9;DOCK9,Body;Body
cg04014417,-0.37,0.01820023925,0.851,1.000,chr16,2817356,SRRM2,Body
cg11234447,0.37,0.01820350396,0.851,1.000,chr5,17400323,,
cg18339098,0.29,0.01820376675,0.851,1.000,chr8,10892823,XKR6;MIR598,Body;TSS200
cg16437021,-0.40,0.01820446956,0.851,1.000,chr16,89510331,ANKRD11,5'UTR
cg05629639,0.17,0.01820525963,0.851,1.000,chr21,34127603,PAXBP1;PAXBP1;PAXBP1,Body;Body;Body
cg16688232,-0.14,0.0182056662,0.851,1.000,chr8,126010694,SQLE,TSS200
cg04556550,0.17,0.01820729205,0.851,1.000,chr7,72982668,,
cg26338050,0.17,0.01820734161,0.851,1.000,chr2,100298107,AFF3;AFF3,Body;Body
cg10655540,0.32,0.01820915422,0.851,1.000,chr4,17649851,FAM184B,Body
cg11921260,0.13,0.01820993318,0.851,1.000,chr16,54304961,LOC100996338,TSS200
cg10746029,0.35,0.01821104587,0.851,1.000,chr1,24069431,TCEB3,TSS1500
cg17780129,0.14,0.01821312559,0.851,1.000,chr9,130748984,,
cg05123066,0.28,0.01821363897,0.851,1.000,chr1,167793952,ADCY10;ADCY10;ADCY10,Body;Body;Body
cg05033389,0.35,0.01821426861,0.851,1.000,chr1,15170397,KIAA1026;KIAA1026,Body;Body
cg03541914,0.17,0.01821513514,0.851,1.000,chr5,134787465,TIFAB,5'UTR
cg23216498,0.18,0.01821839984,0.851,1.000,chr1,16202869,SPEN,Body
cg25209761,0.15,0.01821946806,0.851,1.000,chr17,33419596,RAD51L3-RFFL,Body
cg21917261,0.15,0.01822200781,0.851,1.000,chr14,34090123,NPAS3;NPAS3;NPAS3;NPAS3,Body;Body;Body;Body
cg20341128,0.19,0.01822265349,0.851,1.000,chr13,75125924,LINC00347;LINC00347,TSS1500;TSS1500
cg27111395,0.25,0.01822344054,0.851,1.000,chr13,99922864,UBAC2;UBAC2;UBAC2;MIR548AN,Body;Body;Body;Body
cg16715127,0.23,0.01822568447,0.851,1.000,chr14,105453630,C14orf79,Body
cg13520475,0.14,0.01822584707,0.851,1.000,chr10,113905087,,
cg15554005,0.38,0.01822673459,0.851,1.000,chr11,128741313,,
cg19827089,0.15,0.0182286651,0.851,1.000,chr4,144254752,,
cg11202824,0.32,0.01822963318,0.851,1.000,chr10,27458549,MASTL;MASTL;MASTL,Body;Body;Body
cg25070532,0.19,0.01822983323,0.851,1.000,chr9,37994514,SHB,Body
cg26673195,0.27,0.01823059746,0.851,1.000,chr17,41052729,G6PC,TSS200
cg00753089,0.28,0.01823301471,0.851,1.000,chr11,117050233,SIDT2,Body
cg26254897,0.36,0.01823342644,0.851,1.000,chr3,56963011,ARHGEF3,Body
cg02976720,0.27,0.0182334734,0.851,1.000,chr16,30492905,ITGAL;ITGAL;ITGAL;ITGAL,ExonBnd;ExonBnd;Body;Body
cg00401503,0.45,0.01823385049,0.851,1.000,chr3,126912011,C3orf56;C3orf56,1stExon;5'UTR
cg19698572,-0.25,0.01823588232,0.851,1.000,chr12,110152093,C12orf34,TSS200
cg10855479,-0.13,0.0182364143,0.851,1.000,chr12,56122572,CD63;CD63;CD63;CD63;CD63;CD63;CD63;CD63,TSS1500;TSS1500;5'UTR;5'UTR;5'UTR;TSS1500;TSS200;TSS1500
