"Excel Table 4: Differentially methylatied positions (p < 0.05) within the Bangladesh 850K study. Models adjusted for age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg16079541,-0.25,0.026,1.00,1.00,chr6,30848846,,
cg04312130,-0.29,0.026,1.00,1.00,chr10,134439803,INPP5A,Body
cg02129236,-0.30,0.026,1.00,1.00,chr14,38759937,,
cg19795817,-0.25,0.026,1.00,1.00,chr12,30976349,,
cg13363808,-0.25,0.026,1.00,1.00,chr2,133694716,MIR7853;NCKAP5;NCKAP5,Body;Body;Body
cg19910128,-0.31,0.026,1.00,1.00,chr1,1496936,SSU72,Body
cg22291224,0.35,0.026,1.00,1.00,chr1,150125085,PLEKHO1;PLEKHO1;PLEKHO1;PLEKHO1,5'UTR;5'UTR;Body;5'UTR
cg12532611,-0.30,0.026,1.00,1.00,chr2,233766226,NGEF;NGEF,Body;Body
cg21721775,0.26,0.026,1.00,1.00,chr7,78692567,MAGI2;MAGI2,Body;Body
cg07207891,0.33,0.026,1.00,1.00,chr12,1058582,RAD52,5'UTR
cg25852019,-0.23,0.026,1.00,1.00,chr2,220309638,SPEG,Body
cg26516996,-0.30,0.026,1.00,1.00,chr8,120903806,DEPTOR;DEPTOR,Body;Body
cg08174386,-0.33,0.026,1.00,1.00,chr2,1550610,,
cg23589174,0.24,0.026,1.00,1.00,chr1,11559982,PTCHD2,5'UTR
cg14591123,-0.31,0.026,1.00,1.00,chr3,38040395,VILL,Body
cg20276579,-0.29,0.026,1.00,1.00,chr3,193137694,ATP13A4,Body
cg15679784,-0.20,0.026,1.00,1.00,chr9,132043422,LOC101929331,TSS1500
cg11832210,0.43,0.026,1.00,1.00,chr10,91295346,SLC16A12,TSS200
cg25239767,0.24,0.026,1.00,1.00,chr7,130791807,FLJ43663;FLJ43663,TSS200;Body
cg07640820,-0.36,0.026,1.00,1.00,chr7,141251633,AGK,5'UTR
cg04024688,-0.38,0.026,1.00,1.00,chr18,38515618,,
cg27215690,-0.24,0.026,1.00,1.00,chr1,25344157,,
cg04775941,-0.24,0.026,1.00,1.00,chr8,141474793,,
cg01757548,0.37,0.026,1.00,1.00,chr6,170730413,,
cg07551707,0.58,0.026,1.00,1.00,chr19,9326357,OR7D4,TSS1500
cg19210230,-0.22,0.026,1.00,1.00,chr2,105915943,TGFBRAP1;TGFBRAP1,Body;Body
cg15492857,-0.26,0.026,1.00,1.00,chr16,84947085,,
cg10299667,0.25,0.026,1.00,1.00,chr17,79679470,SLC25A10,1stExon
cg01547141,0.41,0.026,1.00,1.00,chr11,9113152,SCUBE2;SCUBE2,TSS200;TSS200
cg23662947,-0.36,0.026,1.00,1.00,chr19,10250648,DNMT1;DNMT1,Body;Body
cg19506535,0.31,0.026,1.00,1.00,chr17,4853363,ENO3;ENO3,TSS1500;TSS1500
cg23941394,-0.26,0.026,1.00,1.00,chr10,133746711,PPP2R2D;PPP2R2D;PPP2R2D,TSS1500;TSS1500;TSS1500
cg21520042,-0.24,0.026,1.00,1.00,chr1,196577643,KCNT2,TSS200
cg04195774,-0.32,0.026,1.00,1.00,chr5,118677172,TNFAIP8,Body
cg06055960,-0.19,0.026,1.00,1.00,chr10,34925885,PARD3;PARD3;PARD3;PARD3;PARD3;PARD3;PARD3;PARD3;PARD3;PARD3;PARD3,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg08464824,0.26,0.026,1.00,1.00,chr19,56904977,ZNF582,TSS200
cg11972332,-0.18,0.026,1.00,1.00,chr17,59494129,,
cg14145512,-0.34,0.026,1.00,1.00,chr16,1740019,HN1L,Body
cg03582419,0.29,0.026,1.00,1.00,chr4,177804777,,
cg20004424,0.30,0.026,1.00,1.00,chr7,72993529,TBL2,TSS1500
cg19230755,-0.24,0.026,1.00,1.00,chr7,65878503,,
cg15776636,-0.22,0.026,1.00,1.00,chr2,45182392,,
cg20372956,0.34,0.026,1.00,1.00,chr6,160148392,WTAP;WTAP;WTAP,5'UTR;5'UTR;TSS1500
cg10303737,-0.35,0.026,1.00,1.00,chr4,144107168,USP38;USP38;USP38;USP38,1stExon;1stExon;1stExon;5'UTR
cg00352532,0.31,0.026,1.00,1.00,chr2,74007064,DUSP11,1stExon
cg20993581,-0.25,0.026,1.00,1.00,chr19,12273704,ZNF136,TSS200
cg16219899,-0.25,0.027,1.00,1.00,chr6,2191364,GMDS,Body
cg05845997,0.34,0.027,1.00,1.00,chr17,76657659,,
cg18906002,-0.24,0.027,1.00,1.00,chr8,145814390,KIAA1688,Body
cg00601836,-0.67,0.027,1.00,1.00,chr6,152130332,ESR1;ESR1;ESR1;ESR1,Body;Body;Body;Body
cg20065463,-0.23,0.027,1.00,1.00,chr2,220283156,DES;DES,1stExon;5'UTR
cg08979077,-0.23,0.027,1.00,1.00,chr19,50430742,ATF5;IL4I1;IL4I1;IL4I1;IL4I1;NUP62;NUP62;NUP62;NUP62;NUP62,TSS1500;Body;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg07917277,-0.32,0.027,1.00,1.00,chr7,6439311,RAC1;RAC1,Body;Body
cg08362632,0.32,0.027,1.00,1.00,chr2,234823965,,
cg13595556,-0.25,0.027,1.00,1.00,chr9,129648322,,
cg23684204,-0.35,0.027,1.00,1.00,chr15,91497937,RCCD1;RCCD1,TSS200;TSS200
cg04419557,1.25,0.027,1.00,1.00,chr6,111302727,RPF2;RPF2,TSS1500;TSS1500
cg04114767,-0.24,0.027,1.00,1.00,chr2,38899366,GALM,Body
cg26351605,-0.33,0.027,1.00,1.00,chr7,101958552,SH2B2,Body
cg22512364,-0.24,0.027,1.00,1.00,chr7,2418200,EIF3B;EIF3B,Body;Body
cg06815444,-0.19,0.027,1.00,1.00,chr20,44988023,SLC35C2;SLC35C2;SLC35C2;SLC35C2;SLC35C2;SLC35C2;SLC35C2,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg25355534,-0.17,0.027,1.00,1.00,chr17,75321775,SEPT9;SEPT9;SEPT9;SEPT9,Body;Body;5'UTR;Body
cg17885144,-0.29,0.027,1.00,1.00,chr2,165245254,,
cg10096122,-0.30,0.027,1.00,1.00,chr1,198859579,,
cg26007659,0.33,0.027,1.00,1.00,chr1,146643600,PRKAB2,Body
cg10911359,-0.31,0.027,1.00,1.00,chr8,144655294,MROH6,TSS1500
cg19557422,-0.25,0.027,1.00,1.00,chr11,13484070,BTBD10,5'UTR
cg15671996,-0.23,0.027,1.00,1.00,chr6,30140325,TRIM15,3'UTR
cg23660197,-0.20,0.027,1.00,1.00,chr6,31477952,MICB,3'UTR
cg07293736,-0.59,0.027,1.00,1.00,chr12,132670858,,
cg12520562,-0.24,0.027,1.00,1.00,chr4,96427414,UNC5C,Body
cg00669258,-0.17,0.027,1.00,1.00,chr16,56827370,NUP93;NUP93;NUP93,Body;5'UTR;5'UTR
cg01519900,0.25,0.027,1.00,1.00,chr4,155265901,DCHS2;DCHS2,Body;Body
cg06763868,-0.29,0.027,1.00,1.00,chr2,238678307,LRRFIP1;LRRFIP1,Body;Body
cg20906802,-0.31,0.027,1.00,1.00,chr6,47749786,OPN5,TSS200
cg20220458,-0.22,0.027,1.00,1.00,chr14,103500230,CDC42BPB,Body
cg11794033,0.53,0.027,1.00,1.00,chr6,31275267,,
cg07498834,0.26,0.027,1.00,1.00,chr12,117348609,FBXW8;FBXW8,TSS200;TSS200
cg03227128,-0.29,0.027,1.00,1.00,chr20,2673003,EBF4,TSS1500
cg22243662,0.71,0.027,1.00,1.00,chr2,10862305,ATP6V1C2;ATP6V1C2,5'UTR;5'UTR
cg07081759,-0.17,0.027,1.00,1.00,chr10,126330905,FAM53B,Body
cg01092108,-0.31,0.027,1.00,1.00,chr5,33362853,,
cg03796177,-0.22,0.027,1.00,1.00,chr11,5600730,OR52B6,TSS1500
cg02737830,0.30,0.027,1.00,1.00,chr12,64616354,C12orf66,TSS1500
cg02032423,-0.30,0.027,1.00,1.00,chr9,123452492,MEGF9,Body
cg13301558,-0.28,0.027,1.00,1.00,chr2,48568118,FOXN2,5'UTR
cg22987011,-0.30,0.027,1.00,1.00,chr5,75753776,IQGAP2,Body
cg08833992,-0.29,0.027,1.00,1.00,chr11,26637975,ANO3,Body
cg22606998,-0.21,0.027,1.00,1.00,chr4,22238892,,
cg12705321,-0.26,0.027,1.00,1.00,chr3,66466615,LRIG1,Body
cg25459532,-0.35,0.027,1.00,1.00,chr6,144903264,UTRN,Body
cg24030120,-0.25,0.027,1.00,1.00,chr6,111279446,GTF3C6,TSS1500
cg18297652,-0.29,0.027,1.00,1.00,chr2,113799787,IL36B;IL36B,5'UTR;5'UTR
cg11839355,0.22,0.027,1.00,1.00,chr8,101963358,YWHAZ;YWHAZ;YWHAZ;YWHAZ;YWHAZ;YWHAZ,5'UTR;5'UTR;5'UTR;5'UTR;TSS1500;5'UTR
cg03481619,-0.25,0.027,1.00,1.00,chr11,134583396,,
cg16118986,-0.27,0.027,1.00,1.00,chr15,36501262,,
cg04639347,0.22,0.027,1.00,1.00,chr17,5697514,LOC339166,Body
cg19552640,-0.30,0.027,1.00,1.00,chr5,126627061,MEGF10,5'UTR
cg00102561,0.33,0.027,1.00,1.00,chr9,138799260,CAMSAP1,TSS1500
cg16508098,-0.31,0.027,1.00,1.00,chr5,135467746,SMAD5-AS1;SMAD5;SMAD5;SMAD5,Body;TSS1500;TSS1500;TSS1500
cg23011886,-0.26,0.027,1.00,1.00,chr5,179230002,MGAT4B;MGAT4B,Body;TSS200
cg05998127,-0.29,0.027,1.00,1.00,chr11,121323787,SORL1,Body
cg02856377,-0.22,0.027,1.00,1.00,chr3,128212644,GATA2;GATA2-AS1,TSS1500;Body
cg20199626,-0.18,0.027,1.00,1.00,chr1,26925800,,
cg00225196,-0.24,0.027,1.00,1.00,chr8,37556863,,
cg13723078,-0.43,0.027,1.00,1.00,chr14,54734241,,
cg02968760,-0.23,0.027,1.00,1.00,chr2,242648761,ING5,Body
cg03196689,-1.28,0.027,1.00,1.00,chr11,77531391,C11orf67;RSF1,TSS1500;Body
cg12121162,0.23,0.027,1.00,1.00,chr6,144904561,UTRN,Body
cg08194405,-0.23,0.027,1.00,1.00,chr10,3139449,PFKP,Body
cg04249754,0.25,0.027,1.00,1.00,chr1,32715483,LCK,TSS1500
cg13967908,-0.27,0.027,1.00,1.00,chr9,117159457,,
cg12611243,-0.23,0.027,1.00,1.00,chr5,149897230,NDST1,5'UTR
cg26356869,-0.26,0.027,1.00,1.00,chr4,128704587,HSPA4L,Body
cg24667603,-0.21,0.027,1.00,1.00,chr15,96590566,,
cg08747676,-0.20,0.027,1.00,1.00,chr16,1148056,,
cg10170847,-0.23,0.027,1.00,1.00,chr19,41834029,,
cg23464202,-0.37,0.027,1.00,1.00,chr8,142201250,DENND3,Body
cg02210077,-0.19,0.027,1.00,1.00,chr18,33647829,RPRD1A;RPRD1A;RPRD1A;RPRD1A,TSS1500;TSS1500;TSS1500;TSS1500
cg02931529,-0.27,0.027,1.00,1.00,chr5,176745108,,
cg13531983,0.28,0.027,1.00,1.00,chr12,113832765,SDS,Body
cg14829325,-0.30,0.027,1.00,1.00,chr6,38743257,DNAH8,Body
cg17906152,-0.28,0.027,1.00,1.00,chr11,105846433,GRIA4;GRIA4;GRIA4,3'UTR;Body;Body
cg09163778,-0.26,0.027,1.00,1.00,chr6,31125417,TCF19;TCF19;CCHCR1;CCHCR1;CCHCR1;CCHCR1;CCHCR1,TSS1500;TSS1500;5'UTR;1stExon;1stExon;5'UTR;5'UTR
cg16605208,-0.26,0.027,1.00,1.00,chr7,149473463,SSPO,Body
cg07865390,0.27,0.027,1.00,1.00,chr1,46769064,UQCRH;UQCRH;UQCRH;LRRC41,TSS1500;TSS1500;TSS1500;TSS200
cg05645316,-0.30,0.027,1.00,1.00,chr10,90345170,LIPJ,TSS1500
cg19192505,0.22,0.027,1.00,1.00,chr12,12492131,MANSC1,Body
cg21710414,0.33,0.027,1.00,1.00,chr11,113930970,ZBTB16;ZBTB16,TSS1500;5'UTR
cg12729822,-0.24,0.027,1.00,1.00,chr1,26855454,RPS6KA1,TSS1500
cg21072692,-0.26,0.027,1.00,1.00,chr7,43314016,HECW1,Body
cg09010597,-0.32,0.027,1.00,1.00,chr17,78945313,,
cg22545138,-0.26,0.027,1.00,1.00,chr7,23510005,IGF2BP3,TSS200
cg05630667,-0.23,0.027,1.00,1.00,chr7,73272514,,
cg17967464,-0.29,0.027,1.00,1.00,chr1,201004064,,
cg20003422,-0.24,0.027,1.00,1.00,chr2,30367306,,
cg01567656,-0.25,0.027,1.00,1.00,chr11,76895869,MYO7A;MYO7A;MYO7A,3'UTR;Body;Body
cg10736407,-0.23,0.027,1.00,1.00,chr2,101223558,,
cg05973653,-0.35,0.027,1.00,1.00,chr21,30133888,,
cg26155803,-0.29,0.027,1.00,1.00,chr12,103697964,C12orf42;C12orf42,Body;Body
cg17342247,-0.20,0.027,1.00,1.00,chr17,3540594,CTNS;SHPK;CTNS,5'UTR;TSS1500;5'UTR
cg04656051,-0.25,0.027,1.00,1.00,chr2,219252614,SLC11A1,Body
cg23078294,0.26,0.027,1.00,1.00,chr1,114355137,RSBN1,TSS200
cg09701422,-0.27,0.027,1.00,1.00,chr14,71002620,ADAM20,TSS1500
cg04970710,-0.27,0.027,1.00,1.00,chr6,29273763,OR14J1,TSS1500
cg25975256,-0.22,0.027,1.00,1.00,chr17,43296395,,
cg23394562,-0.22,0.027,1.00,1.00,chr16,19427533,TMC5;TMC5;TMC5;TMC5,TSS1500;5'UTR;5'UTR;5'UTR
cg03525387,-0.33,0.027,1.00,1.00,chr21,35987953,RCAN1;RCAN1,TSS1500;TSS1500
cg02419919,-0.28,0.027,1.00,1.00,chr5,16852839,MYO10,Body
cg06724462,-0.23,0.027,1.00,1.00,chr1,41266297,KCNQ4;KCNQ4,Body;Body
cg14522873,-0.26,0.027,1.00,1.00,chr20,21283801,XRN2,TSS200
cg26892444,0.47,0.027,1.00,1.00,chr5,63987010,FAM159B,Body
cg02845345,-0.24,0.027,1.00,1.00,chr17,31994196,ASIC2,Body
cg15233530,-0.26,0.027,1.00,1.00,chr11,67889369,CHKA;CHKA,TSS1500;TSS1500
cg01888905,-0.28,0.027,1.00,1.00,chr2,177519120,LINC01117,Body
cg03638715,-0.29,0.027,1.00,1.00,chr16,4665704,FAM100A,TSS1500
cg21700043,-0.30,0.027,1.00,1.00,chr15,52264074,LEO1,TSS200
cg09836616,-0.25,0.027,1.00,1.00,chr17,20062965,SPECC1;SPECC1;SPECC1;SPECC1;SPECC1;SPECC1,Body;Body;Body;Body;Body;Body
cg12655251,-0.20,0.027,1.00,1.00,chr1,53992565,GLIS1,Body
cg14294758,0.19,0.027,1.00,1.00,chr3,116163694,LSAMP,Body
cg21552014,-0.27,0.027,1.00,1.00,chr3,146026497,,
cg24331157,-0.23,0.027,1.00,1.00,chr10,118974438,,
cg10674754,-0.25,0.027,1.00,1.00,chr4,8456019,C4orf23,TSS200
cg16521070,-0.19,0.027,1.00,1.00,chr4,159131110,TMEM144,TSS1500
cg26271775,-0.24,0.027,1.00,1.00,chr4,101017130,,
cg02022375,-0.25,0.027,1.00,1.00,chr17,39197721,KRTAP1-1,TSS200
cg26995204,0.24,0.027,1.00,1.00,chr2,25565215,DNMT3A;DNMT3A;DNMT3A,TSS1500;5'UTR;5'UTR
cg22017896,-0.74,0.027,1.00,1.00,chr15,22502997,,
cg08958945,-0.24,0.027,1.00,1.00,chr3,133591690,RAB6B,Body
cg23881204,0.32,0.027,1.00,1.00,chr8,17434521,PDGFRL,TSS200
cg01411468,0.22,0.027,1.00,1.00,chr4,36283588,DTHD1;DTHD1,5'UTR;1stExon
cg08934272,-0.27,0.027,1.00,1.00,chr8,38206041,WHSC1L1;WHSC1L1,5'UTR;5'UTR
cg10930027,-0.34,0.027,1.00,1.00,chr11,47607760,FAM180B,TSS1500
cg14218309,-0.33,0.027,1.00,1.00,chr2,145365674,,
cg00291003,0.21,0.027,1.00,1.00,chr10,75541506,CHCHD1,TSS1500
cg16299091,-0.26,0.027,1.00,1.00,chr18,11850139,CHMP1B;GNAL;GNAL;GNAL,TSS1500;Body;Body;Body
cg19139277,0.22,0.027,1.00,1.00,chr8,28243953,ZNF395;ZNF395,5'UTR;1stExon
cg05863637,0.37,0.027,1.00,1.00,chr12,130529650,,
cg08316558,-0.30,0.027,1.00,1.00,chr5,141229648,,
cg04447621,0.27,0.027,1.00,1.00,chr6,3849475,FAM50B,TSS200
cg16287284,-0.32,0.027,1.00,1.00,chr12,101580136,SLC5A8,Body
cg13384286,-0.35,0.027,1.00,1.00,chr20,16344375,KIF16B;KIF16B,Body;Body
cg16906831,-0.35,0.027,1.00,1.00,chr9,103191667,MSANTD3;MSANTD3;MSANTD3;MSANTD3,TSS200;5'UTR;5'UTR;5'UTR
cg22736057,-0.43,0.027,1.00,1.00,chr4,115306011,,
cg21378730,-0.27,0.027,1.00,1.00,chr5,102295584,PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM;PAM,ExonBnd;ExonBnd;ExonBnd;ExonBnd;ExonBnd;ExonBnd;Body;Body;Body;Body;Body;Body
cg08821232,-0.22,0.027,1.00,1.00,chr8,134074665,TG;SLA;SLA;SLA;SLA,Body;Body;Body;5'UTR;5'UTR
cg09804665,-0.18,0.027,1.00,1.00,chr16,30959662,FBXL19;FBXL19;ORAI3,3'UTR;3'UTR;TSS1500
cg17910899,0.58,0.027,1.00,1.00,chr13,100218552,,
cg15243217,-0.32,0.027,1.00,1.00,chr12,48499192,PFKM;SENP1;SENP1;SENP1;SENP1,TSS1500;Body;Body;5'UTR;5'UTR
cg03512808,-0.28,0.027,1.00,1.00,chr16,12618220,SNX29,Body
cg19768234,0.30,0.027,1.00,1.00,chr6,27612915,,
cg13401734,-0.24,0.027,1.00,1.00,chr16,28519436,IL27,TSS1500
cg17556527,-0.27,0.027,1.00,1.00,chr11,67859023,CHKA;CHKA,Body;Body
cg11913615,-0.40,0.027,1.00,1.00,chr16,84273157,KCNG4,5'UTR
cg14166629,-0.34,0.027,1.00,1.00,chr4,181558094,,
cg11907278,-0.30,0.027,1.00,1.00,chr9,136123362,,
cg08850465,-0.27,0.027,1.00,1.00,chr10,114164537,ACSL5;ACSL5;ACSL5,Body;Body;Body
cg04720477,0.40,0.027,1.00,1.00,chr17,40118395,CNP,TSS1500
cg10957895,-0.34,0.027,1.00,1.00,chr12,72056143,ZFC3H1,Body
cg07185584,0.29,0.027,1.00,1.00,chr20,19997881,NAA20;NAA20;NAA20,TSS200;TSS1500;TSS200
cg08483560,-0.29,0.027,1.00,1.00,chr1,45981424,PRDX1;PRDX1;PRDX1,Body;Body;Body
cg26498623,-0.36,0.027,1.00,1.00,chr19,57986630,ZNF772;ZNF772,Body;Body
cg20732198,-0.22,0.027,1.00,1.00,chr10,35894310,GJD4,TSS200
cg11496630,0.44,0.027,1.00,1.00,chr6,3024178,,
cg21917512,-0.26,0.027,1.00,1.00,chr2,26874832,,
cg07003542,0.33,0.027,1.00,1.00,chr5,176056682,SNCB;EIF4E1B;SNCB,5'UTR;TSS1500;5'UTR
cg25786273,-0.16,0.027,1.00,1.00,chr18,74801026,MBP;MBP,Body;Body
cg10079740,0.39,0.027,1.00,1.00,chr16,55513480,MMP2,1stExon
cg04315255,-0.28,0.027,1.00,1.00,chr1,5972012,NPHP4,Body
cg22954645,-0.27,0.027,1.00,1.00,chr6,168972438,SMOC2;SMOC2,Body;Body
cg16931969,-0.28,0.027,1.00,1.00,chr4,113985495,ANK2;ANK2;ANK2,Body;Body;Body
cg09122442,-0.19,0.027,1.00,1.00,chr4,6894410,,
cg20447779,-0.26,0.027,1.00,1.00,chr10,30269256,,
cg21139003,-0.26,0.027,1.00,1.00,chr2,33173301,LTBP1,Body
cg11347946,-0.31,0.027,1.00,1.00,chr14,93250155,,
cg07827906,0.28,0.027,1.00,1.00,chr6,169036825,SMOC2;SMOC2,Body;Body
cg14391923,-0.37,0.027,1.00,1.00,chr8,140583084,,
cg21235874,0.27,0.027,1.00,1.00,chr14,24615636,PSME2;RNF31,Body;TSS1500
cg10208539,0.21,0.027,1.00,1.00,chr1,91057891,,
cg19070952,-0.23,0.027,1.00,1.00,chr15,66080290,DENND4A;DENND4A,5'UTR;5'UTR
cg06671916,0.26,0.027,1.00,1.00,chr11,82997535,CCDC90B;CCDC90B;CCDC90B;CCDC90B;CCDC90B;CCDC90B,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg21712685,0.28,0.027,1.00,1.00,chr6,35744605,C6orf126,Body
cg12456799,0.31,0.027,1.00,1.00,chr10,106441036,SORCS3,Body
cg21477530,0.28,0.027,1.00,1.00,chr15,43802821,TP53BP1,TSS200
cg12468966,-0.19,0.027,1.00,1.00,chr6,14682442,,
cg16653432,-0.45,0.027,1.00,1.00,chr2,183943698,DUSP19;DUSP19,1stExon;1stExon
cg21786601,-0.25,0.027,1.00,1.00,chr7,116222436,,
cg16012713,-0.25,0.027,1.00,1.00,chr11,416356,SIGIRR;SIGIRR;SIGIRR,5'UTR;5'UTR;TSS1500
cg16385367,0.20,0.027,1.00,1.00,chr21,42844842,TMPRSS2;TMPRSS2,Body;Body
cg03275049,0.34,0.027,1.00,1.00,chr11,128287696,,
cg19087650,-0.22,0.027,1.00,1.00,chr15,34152971,RYR3,Body
cg09348254,-0.23,0.027,1.00,1.00,chr2,86852032,RNF103,TSS1500
cg21471080,0.28,0.027,1.00,1.00,chr7,120627707,CPED1,TSS1500
cg21793517,-0.28,0.027,1.00,1.00,chr6,157323292,ARID1B;ARID1B;ARID1B,Body;Body;Body
cg11860020,-0.29,0.027,1.00,1.00,chr2,239396819,,
cg17837526,-0.24,0.027,1.00,1.00,chr5,172410489,ATP6V0E1,TSS1500
cg07665521,-0.27,0.027,1.00,1.00,chr5,600817,,
cg15244049,0.27,0.027,1.00,1.00,chr6,10883376,GCM2,TSS1500
cg22693423,-0.21,0.027,1.00,1.00,chr6,1024891,LOC285768;LOC285768,Body;Body
cg12031217,-0.18,0.027,1.00,1.00,chr17,63133186,RGS9;RGS9;RGS9,TSS1500;TSS1500;TSS1500
cg12192828,-0.20,0.027,1.00,1.00,chr18,56202440,ALPK2,Body
cg23600866,-0.26,0.027,1.00,1.00,chr15,99791109,TTC23;TTC23;TTC23;TTC23;TTC23;LRRC28;TTC23;TTC23,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500
cg08705882,-0.27,0.027,1.00,1.00,chr10,94337576,,
cg10429891,-0.24,0.027,1.00,1.00,chr1,27963618,,
cg09586534,0.25,0.027,1.00,1.00,chr2,172290954,DCAF17;DCAF17;METTL8;DCAF17;DCAF17;DCAF17,5'UTR;1stExon;5'UTR;Body;1stExon;5'UTR
cg16478616,-0.20,0.027,1.00,1.00,chr14,103272089,TRAF3;TRAF3;TRAF3;TRAF3,5'UTR;5'UTR;5'UTR;5'UTR
cg04149978,-0.24,0.027,1.00,1.00,chr1,10764896,CASZ1;CASZ1,5'UTR;5'UTR
cg07624428,-0.30,0.027,1.00,1.00,chr16,24430150,,
cg15077994,0.33,0.027,1.00,1.00,chr1,48462558,TRABD2B;TRABD2B,1stExon;5'UTR
cg26441902,0.33,0.027,1.00,1.00,chr1,28415255,EYA3;EYA3;EYA3;EYA3;EYA3,TSS200;TSS200;TSS200;TSS200;TSS200
cg01072015,-0.30,0.027,1.00,1.00,chr7,29524999,CHN2;CHN2;CHN2;CHN2;CHN2;CHN2;CHN2;CHN2;CHN2;CHN2;CHN2;CHN2;CHN2;CHN2;CHN2;CHN2,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg25605140,-0.30,0.027,1.00,1.00,chr1,197411149,CRB1;CRB1;CRB1;CRB1;CRB1;CRB1,Body;Body;Body;Body;Body;Body
cg21550442,-0.26,0.027,1.00,1.00,chr19,36499839,C19orf46,TSS200
cg19216624,0.20,0.027,1.00,1.00,chr7,127749463,,
cg17105176,-0.31,0.027,1.00,1.00,chr17,2287284,,
cg16179521,-0.22,0.027,1.00,1.00,chr15,102009894,PCSK6;PCSK6;PCSK6;PCSK6;PCSK6;PCSK6;PCSK6;PCSK6,Body;Body;Body;Body;Body;Body;Body;Body
cg12753232,-0.20,0.027,1.00,1.00,chr2,202317486,STRADB;STRADB;TRAK2,5'UTR;5'UTR;TSS1500
cg08162952,-0.31,0.027,1.00,1.00,chr11,125801456,,
cg04549697,-0.18,0.027,1.00,1.00,chr14,69827589,,
cg17458604,-0.29,0.027,1.00,1.00,chr19,3612785,C19orf29;C19orf29,Body;Body
cg09204255,0.26,0.027,1.00,1.00,chr19,55679206,DNAAF3;DNAAF3;DNAAF3;DNAAF3,TSS1500;TSS1500;TSS1500;TSS1500
cg06366587,-0.25,0.027,1.00,1.00,chr13,31675882,,
cg17051502,-0.27,0.027,1.00,1.00,chr5,148847487,,
cg22140866,-0.23,0.027,1.00,1.00,chr13,59686676,,
cg05585379,-0.28,0.027,1.00,1.00,chr3,196501959,PAK2,5'UTR
cg15881597,0.44,0.027,1.00,1.00,chr7,73085754,VPS37D,3'UTR
cg15701281,-0.27,0.027,1.00,1.00,chr7,1462569,,
cg12713759,-0.21,0.027,1.00,1.00,chr17,1724358,SMYD4,Body
cg01284193,-0.30,0.027,1.00,1.00,chr9,27109111,TEK,TSS200
cg10790954,-0.27,0.027,1.00,1.00,chr1,98675195,LOC729987,TSS1500
cg14948290,0.25,0.027,1.00,1.00,chr12,121079096,CABP1,1stExon
cg18186343,-0.22,0.027,1.00,1.00,chr14,101317620,MIR770;MEG3;MEG3;MEG3,TSS1500;Body;Body;Body
cg00189689,-0.26,0.027,1.00,1.00,chr11,413350,SIGIRR;SIGIRR;SIGIRR,5'UTR;5'UTR;5'UTR
cg22572476,0.48,0.027,1.00,1.00,chr6,28601324,,
cg02817354,0.31,0.027,1.00,1.00,chr12,88535765,TMTC3;CEP290;CEP290,TSS1500;5'UTR;1stExon
cg18556179,0.26,0.027,1.00,1.00,chr13,29293454,SLC46A3;SLC46A3,TSS1500;TSS1500
cg27019129,-0.31,0.027,1.00,1.00,chr9,130352372,,
cg19480152,0.29,0.027,1.00,1.00,chr11,74109674,PGM2L1,TSS200
cg01703997,-0.27,0.027,1.00,1.00,chr14,22103310,OR10G2,TSS1500
cg25086685,-0.28,0.027,1.00,1.00,chr14,101294623,MEG3;MEG3;MEG3;MEG3;MEG3;MEG3;MEG3;MEG3;MEG3;MEG3;MEG3;MEG3;MEG3;MEG3;MEG3;MEG3,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg26948066,-1.53,0.027,1.00,1.00,chr1,224300453,FBXO28;FBXO28;FBXO28,TSS1500;TSS1500;TSS1500
cg06760238,-0.19,0.027,1.00,1.00,chr10,134400036,INPP5A,Body
cg23487884,-0.18,0.027,1.00,1.00,chr22,36554399,APOL3;APOL3;APOL3;APOL3;APOL3;APOL3,Body;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg07683820,0.31,0.027,1.00,1.00,chr7,116963888,WNT2;WNT2,TSS1500;TSS1500
cg12192408,0.39,0.027,1.00,1.00,chr19,1325348,,
cg11717557,0.26,0.027,1.00,1.00,chr1,114448153,DCLRE1B;DCLRE1B;AP4B1,5'UTR;1stExon;TSS1500
cg08471158,-0.29,0.027,1.00,1.00,chr1,3663103,TP73-AS1;TP73-AS1;TP73-AS1;TP73-AS1;TP73-AS1,Body;Body;Body;Body;Body
cg06671298,-0.29,0.027,1.00,1.00,chr17,79426159,BAHCC1,Body
