"Excel Table 8: Differentially variable positions (p < 0.05) within the Bangladesh 850K study. Models adjusted for age, smoking status, and estimated cell type proportions.",,,,,,,,
CpG,logFC,p,pFDR,pBonferroni,Chromosome,Position,Gene,Feature category
cg07218920,-0.16,0.020,0.603,1.000,chr14,54909209,CNIH1,TSS1500
cg19819724,0.19,0.020,0.603,1.000,chr21,33406849,,
cg06785822,0.12,0.020,0.603,1.000,chr2,10281330,C2orf48,TSS200
cg23641264,-0.16,0.020,0.603,1.000,chr8,143748641,JRK;JRK,5'UTR;5'UTR
cg08570226,0.25,0.020,0.603,1.000,chr11,68224793,,
cg14292572,-0.09,0.020,0.603,1.000,chr12,67665055,CAND1,Body
cg11216682,-0.20,0.020,0.603,1.000,chr2,131113867,PTPN18;PTPN18,Body;Body
cg26877568,0.15,0.020,0.603,1.000,chr1,40427463,MFSD2A;MFSD2A;MFSD2A;MFSD2A;MFSD2A,5'UTR;Body;Body;Body;Body
cg01957760,-0.22,0.020,0.603,1.000,chr1,179847329,TOR1AIP2;TOR1AIP2,TSS1500;TSS1500
cg25570235,0.15,0.020,0.603,1.000,chr12,94665593,PLXNC1;PLXNC1,Body;Body
cg08047457,0.17,0.020,0.603,1.000,chr3,50378413,RASSF1;RASSF1,TSS200;TSS200
cg04818770,-0.14,0.020,0.603,1.000,chr14,91593945,C14orf159;C14orf159;C14orf159;C14orf159;C14orf159;C14orf159;C14orf159;C14orf159;C14orf159,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR
cg04012872,0.27,0.020,0.603,1.000,chr1,46212773,IPP;IPP,5'UTR;5'UTR
cg24657022,0.18,0.020,0.603,1.000,chr14,103804487,EIF5;EIF5,Body;Body
cg12260340,0.17,0.020,0.603,1.000,chr22,28629295,TTC28,Body
cg01810471,0.17,0.020,0.603,1.000,chr13,114086994,ADPRHL1;ADPRHL1,Body;Body
cg03746123,0.19,0.020,0.603,1.000,chr2,72006681,,
cg08279861,0.12,0.020,0.603,1.000,chr17,73323741,GRB2;GRB2,Body;Body
cg03318901,0.14,0.020,0.603,1.000,chr15,45740675,,
cg18231229,0.15,0.020,0.603,1.000,chr6,90140023,,
cg01008256,-0.13,0.020,0.603,1.000,chr7,100463985,SLC12A9;TRIP6,Body;TSS1500
cg21114429,0.17,0.020,0.603,1.000,chr14,50584136,C14orf138;SOS2;C14orf138,TSS1500;3'UTR;TSS1500
cg10376838,0.17,0.020,0.603,1.000,chr4,26165511,,
cg03459342,0.18,0.020,0.603,1.000,chr6,43285660,,
cg25954441,0.15,0.020,0.603,1.000,chr22,42475561,C22orf32,TSS200
cg04783231,-0.14,0.020,0.603,1.000,chr19,57050834,ZFP28,Body
cg20379258,0.19,0.020,0.603,1.000,chr5,180526995,,
cg11285284,0.23,0.020,0.603,1.000,chr6,30709012,FLOT1,Body
cg15339079,0.16,0.020,0.603,1.000,chr6,136729364,MAP7;MAP7;MAP7;MAP7;MAP7;MAP7;MAP7;MAP7;MAP7;MAP7,Body;Body;Body;Body;Body;Body;Body;Body;5'UTR;5'UTR
cg07556880,0.16,0.020,0.603,1.000,chr3,184566802,VPS8;VPS8,Body;Body
cg08130084,-0.21,0.020,0.603,1.000,chr1,248208735,OR2L13;OR2L13,5'UTR;5'UTR
cg10055680,-0.14,0.020,0.603,1.000,chr1,61352854,,
cg06919930,0.19,0.020,0.603,1.000,chr16,85272498,,
cg09637723,0.14,0.020,0.603,1.000,chr3,49967744,MON1A;MON1A,TSS1500;TSS1500
cg02202111,-0.37,0.020,0.603,1.000,chr18,46475875,SMAD7;SMAD7;SMAD7,TSS200;Body;Body
cg26065165,0.17,0.020,0.603,1.000,chr14,59629597,,
cg14645545,0.17,0.020,0.603,1.000,chr2,219252551,SLC11A1,Body
cg11014582,0.17,0.020,0.603,1.000,chr13,76333727,LMO7;LMO7,TSS1500;Body
cg05210599,0.14,0.020,0.603,1.000,chr9,94173147,NFIL3;NFIL3;NFIL3,5'UTR;5'UTR;5'UTR
cg05393905,0.15,0.020,0.603,1.000,chr9,133902862,LAMC3,Body
cg21357088,0.21,0.020,0.603,1.000,chr10,133357329,,
cg26700469,0.42,0.020,0.603,1.000,chr16,79155427,WWOX,Body
cg14373585,0.15,0.020,0.603,1.000,chr18,59000597,,
cg21564107,0.22,0.020,0.603,1.000,chr16,17121550,,
cg10969140,0.17,0.020,0.603,1.000,chr7,121151,,
cg03173962,0.12,0.020,0.603,1.000,chr2,73090349,,
cg15479114,0.17,0.020,0.603,1.000,chr10,28903313,WAC;WAC;WAC,Body;Body;Body
cg24927124,0.23,0.020,0.603,1.000,chr6,30312939,RPP21;RPP21,5'UTR;1stExon
cg21152694,0.32,0.020,0.603,1.000,chr11,64885413,ZNHIT2,TSS1500
cg02899685,0.17,0.020,0.603,1.000,chr6,145137089,UTRN,Body
cg11290092,-0.24,0.020,0.603,1.000,chr6,44213713,HSP90AB1;HSP90AB1;HSP90AB1;HSP90AB1;HSP90AB1,TSS1500;TSS1500;TSS1500;TSS1500;TSS200
cg11959892,0.18,0.020,0.603,1.000,chr3,182511317,ATP11B;ATP11B,5'UTR;1stExon
cg09626054,0.18,0.020,0.603,1.000,chr7,35320315,,
cg13224218,0.18,0.020,0.604,1.000,chr16,71662044,MARVELD3;MARVELD3;MARVELD3,Body;Body;Body
cg02068676,-0.18,0.020,0.604,1.000,chr9,140149483,COBRA1,TSS1500
cg13202585,0.51,0.020,0.604,1.000,chr16,84782911,USP10;USP10;USP10;USP10,Body;Body;Body;Body
cg08638997,0.22,0.020,0.604,1.000,chr6,33123301,,
cg03062245,0.10,0.020,0.604,1.000,chr20,43858493,,
cg11143131,0.15,0.020,0.604,1.000,chr5,131608246,PDLIM4;PDLIM4,3'UTR;3'UTR
cg26823630,-0.23,0.020,0.604,1.000,chr4,110354443,SEC24B;SEC24B,TSS1500;TSS1500
cg07085590,0.13,0.020,0.604,1.000,chr2,206053812,PARD3B;PARD3B;PARD3B,Body;Body;Body
cg08623548,-0.34,0.020,0.604,1.000,chr1,153936729,SLC39A1,5'UTR
cg03802803,-0.15,0.020,0.604,1.000,chr16,5284529,,
cg15929171,0.18,0.020,0.604,1.000,chr16,86500538,,
cg23710031,0.19,0.020,0.604,1.000,chr12,57933085,DCTN2;DCTN2;DCTN2,Body;Body;Body
cg23427912,0.22,0.020,0.604,1.000,chr4,189059510,TRIML1,TSS1500
cg00169373,0.16,0.020,0.604,1.000,chr3,50605269,C3orf18,TSS200
cg24602619,0.16,0.020,0.604,1.000,chr1,47021194,MKNK1-AS1,Body
cg04314723,0.13,0.020,0.604,1.000,chr6,25282718,LRRC16A;LRRC16A,Body;Body
cg04772620,0.11,0.020,0.604,1.000,chr4,95419298,PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5;PDLIM5,5'UTR;5'UTR;Body;Body;Body;Body;Body;Body
cg12446644,0.25,0.020,0.604,1.000,chr17,37026641,LASP1,Body
cg07977661,0.15,0.020,0.604,1.000,chr16,81567375,CMIP;CMIP,Body;Body
cg23542399,-0.13,0.020,0.604,1.000,chr4,54929912,CHIC2,Body
cg11825302,0.13,0.020,0.604,1.000,chr17,39382445,KRTAP9-2,TSS1500
cg01915642,0.13,0.020,0.604,1.000,chr20,13558330,TASP1,Body
cg05056545,0.17,0.020,0.604,1.000,chr16,51214487,,
cg25375453,0.37,0.020,0.604,1.000,chr3,14219857,LSM3;XPC;XPC;XPC,TSS1500;Body;Body;Body
cg02440719,0.16,0.020,0.604,1.000,chr10,73013749,UNC5B,Body
cg21316771,0.18,0.020,0.604,1.000,chr17,2120397,SMG6;SMG6;SMG6,Body;Body;Body
cg27072506,-0.14,0.020,0.604,1.000,chr6,32372791,BTNL2,Body
cg06241765,-0.46,0.020,0.604,1.000,chr8,28748404,INTS9;INTS9;HMBOX1;HMBOX1;INTS9;HMBOX1,TSS1500;TSS1500;5'UTR;1stExon;TSS1500;5'UTR
cg11436437,0.13,0.020,0.604,1.000,chr11,19839238,NAV2;NAV2;NAV2;NAV2,Body;Body;Body;Body
cg06271655,0.14,0.020,0.604,1.000,chr1,23370513,MIR3115;KDM1A;KDM1A,TSS1500;Body;Body
cg02981421,0.16,0.020,0.604,1.000,chr17,72982718,CDR2L,TSS1500
cg03730958,0.15,0.020,0.604,1.000,chr6,1312519,FOXQ1,TSS200
cg03340619,0.20,0.020,0.604,1.000,chr10,100162797,PYROXD2,Body
cg21300403,-0.33,0.020,0.604,1.000,chr2,198650112,BOLL;BOLL,Body;TSS200
cg17767542,-0.23,0.020,0.604,1.000,chr19,19322902,NCAN,5'UTR
cg03382501,-0.15,0.020,0.604,1.000,chr16,11794641,TXNDC11,Body
cg00980180,0.17,0.020,0.604,1.000,chr14,77243814,VASH1,Body
cg20099895,0.17,0.020,0.604,1.000,chr20,43133641,SERINC3;SERINC3,Body;Body
cg12819470,0.16,0.020,0.604,1.000,chr7,18013541,,
cg16495636,0.13,0.020,0.604,1.000,chr2,112907534,FBLN7;FBLN7,Body;Body
cg01154162,-0.22,0.020,0.604,1.000,chr17,7900700,,
cg26092468,-0.18,0.020,0.604,1.000,chr6,56911257,KIAA1586,TSS200
cg02610102,0.17,0.020,0.604,1.000,chr19,7700064,PCP2,TSS1500
cg01184600,-0.29,0.020,0.604,1.000,chr19,49458016,BAX;BAX;BAX;BAX;BAX;BAX;BAX;BAX;BAX,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg02777278,0.18,0.020,0.604,1.000,chr14,92526520,ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3;ATXN3,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg13641341,0.20,0.020,0.604,1.000,chr5,29247933,,
cg04236735,0.15,0.020,0.604,1.000,chr4,71658722,RUFY3;RUFY3,Body;3'UTR
cg04644621,0.14,0.020,0.604,1.000,chr2,127818108,BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1;BIN1,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body
cg12320510,0.15,0.020,0.604,1.000,chr1,158724742,OR6K6,1stExon
cg11243251,0.17,0.020,0.604,1.000,chr6,36209708,PNPLA1;PNPLA1,TSS1500;TSS1500
cg15854085,0.18,0.020,0.604,1.000,chr19,4152214,CREB3L3;CREB3L3;CREB3L3;CREB3L3,TSS1500;TSS1500;TSS1500;TSS1500
cg20407792,0.16,0.020,0.604,1.000,chr6,32044203,TNXB,Body
cg13823327,0.20,0.020,0.604,1.000,chr9,137926784,,
cg19900501,-0.13,0.020,0.604,1.000,chr19,34744562,KIAA0355,TSS1500
cg06486392,0.14,0.020,0.604,1.000,chr22,19166558,SLC25A1;SLC25A1;SLC25A1;SLC25A1,TSS1500;TSS1500;TSS200;TSS200
cg19395514,0.14,0.020,0.604,1.000,chr3,134172605,,
cg25642897,0.18,0.020,0.604,1.000,chr11,5271768,HBG1,TSS1500
cg15290726,-0.13,0.020,0.604,1.000,chr8,8244740,,
cg05550874,-0.36,0.020,0.604,1.000,chr20,21106597,KIZ;KIZ;KIZ;KIZ,TSS200;TSS200;TSS200;TSS200
cg17535392,0.12,0.020,0.604,1.000,chr11,118550060,TREH;TREH,Body;Body
cg08078259,0.21,0.020,0.604,1.000,chr18,61370185,SERPINB11;SERPINB11;SERPINB11,TSS200;TSS200;5'UTR
cg26035702,-0.24,0.020,0.604,1.000,chr12,54410657,HOXC4;HOXC5;HOXC4;HOXC6;HOXC6,5'UTR;Body;1stExon;1stExon;5'UTR
cg10998884,0.23,0.020,0.604,1.000,chr11,10673997,MRVI1;MRVI1;MRVI1;MRVI1,5'UTR;5'UTR;5'UTR;TSS200
cg23807661,0.21,0.020,0.604,1.000,chr4,147302434,SLC10A7;SLC10A7,Body;Body
cg01229793,0.13,0.020,0.604,1.000,chr11,58292004,,
cg15652116,0.17,0.020,0.604,1.000,chr8,58106520,,
cg26236440,-0.20,0.020,0.604,1.000,chr2,113341947,CHCHD5,TSS200
cg07040604,0.16,0.020,0.604,1.000,chr14,56374714,,
cg24587939,0.20,0.020,0.604,1.000,chr13,60062245,,
cg13289869,-0.17,0.020,0.604,1.000,chr2,63277195,OTX1,TSS1500
cg10170637,0.14,0.020,0.604,1.000,chr12,49110646,CCNT1;CCNT1,1stExon;5'UTR
cg09939191,0.18,0.020,0.604,1.000,chr14,103377153,,
cg19356133,0.15,0.020,0.604,1.000,chr20,35527420,SAMHD1,Body
cg17895873,0.24,0.020,0.604,1.000,chr2,73441412,SMYD5,1stExon
cg00266389,0.20,0.020,0.604,1.000,chr11,2867748,KCNQ1;KCNQ1,Body;Body
cg26690672,0.15,0.020,0.604,1.000,chr4,146031291,ABCE1;ABCE1,Body;Body
cg01808166,0.17,0.020,0.604,1.000,chr2,151623840,,
cg00973281,0.18,0.020,0.604,1.000,chr11,4725293,,
cg22863298,-0.10,0.020,0.604,1.000,chr1,9007541,CA6;CA6;CA6;CA6,Body;Body;Body;Body
cg12460462,0.15,0.020,0.604,1.000,chr1,12517202,VPS13D;VPS13D,Body;Body
cg10680836,-0.27,0.020,0.604,1.000,chr6,30029120,NCRNA00171;ZNRD1;ZNRD1;ZNRD1;ZNRD1,TSS200;1stExon;1stExon;5'UTR;5'UTR
cg17422176,-0.19,0.020,0.604,1.000,chr10,73497772,C10orf105;CDH23,TSS200;Body
cg16849999,0.19,0.020,0.604,1.000,chr1,86096516,,
cg27560327,0.17,0.020,0.604,1.000,chr4,155041043,,
cg14245825,0.16,0.020,0.604,1.000,chr4,75811570,,
cg12811157,0.22,0.020,0.604,1.000,chr11,368902,B4GALNT4,TSS1500
cg01569942,0.13,0.020,0.604,1.000,chr1,36638040,MAP7D1;MAP7D1;MAP7D1,Body;Body;Body
cg19507267,0.13,0.020,0.604,1.000,chr3,108896930,C3orf66,TSS200
cg21861953,0.13,0.020,0.604,1.000,chr13,29158391,,
cg03541791,0.18,0.020,0.604,1.000,chr6,28829396,,
cg17866734,-0.15,0.020,0.604,1.000,chr6,43484657,YIPF3;POLR1C;POLR1C;YIPF3,5'UTR;TSS200;TSS200;1stExon
cg11648594,-0.27,0.020,0.604,1.000,chr1,1566860,MMP23A;MMP23B,TSS1500;TSS1500
cg02045569,0.16,0.020,0.604,1.000,chr3,69060060,C3orf64,5'UTR
cg23812744,0.16,0.020,0.604,1.000,chr11,46332461,CREB3L1,Body
cg06434874,-0.11,0.020,0.604,1.000,chr11,66248366,DPP3;DPP3,5'UTR;5'UTR
cg10271935,-0.19,0.020,0.604,1.000,chr8,70747339,SLCO5A1,TSS200
cg19795267,0.16,0.020,0.604,1.000,chr16,46713623,VPS35,Body
cg16681442,-0.18,0.020,0.604,1.000,chr8,130815510,,
cg24157325,0.15,0.020,0.604,1.000,chr3,197224727,,
cg12802286,0.15,0.020,0.604,1.000,chr6,129513973,LAMA2;LAMA2,Body;Body
cg02339970,0.15,0.020,0.604,1.000,chr11,458586,PTDSS2,Body
cg23892836,-0.15,0.020,0.604,1.000,chr6,29692085,HLA-F;HLA-F;HLA-F,Body;Body;Body
cg14234457,-0.19,0.020,0.604,1.000,chr10,89610720,,
cg17421489,0.15,0.020,0.604,1.000,chr12,96841155,,
cg23736895,0.19,0.020,0.604,1.000,chr6,13848212,,
cg01976374,0.23,0.020,0.604,1.000,chr12,72668243,TRHDE-AS1;TRHDE-AS1;TRHDE,TSS1500;TSS1500;Body
cg23542113,0.20,0.020,0.604,1.000,chr7,66415909,TMEM248,Body
cg24715815,0.19,0.020,0.604,1.000,chr2,183642235,DNAJC10,3'UTR
cg15506264,-0.11,0.020,0.604,1.000,chr14,103560935,,
cg25815893,0.17,0.020,0.604,1.000,chr7,55199930,EGFR;EGFR;EGFR;EGFR,Body;Body;Body;Body
cg16980264,0.19,0.020,0.604,1.000,chr6,43510071,XPO5,Body
cg14328737,0.18,0.020,0.604,1.000,chr5,6645364,SRD5A1,Body
cg05514547,0.14,0.020,0.604,1.000,chr1,40941742,,
cg16363213,0.12,0.020,0.604,1.000,chr16,87252497,,
cg04878826,-0.12,0.020,0.604,1.000,chr1,117398001,,
cg16599698,-0.22,0.020,0.604,1.000,chr5,77590670,AP3B1,TSS200
cg20044211,0.11,0.020,0.604,1.000,chr6,32185995,NOTCH4,Body
cg12386867,0.16,0.020,0.604,1.000,chr2,55495076,MTIF2;MTIF2,5'UTR;5'UTR
cg10521413,-0.18,0.020,0.604,1.000,chr5,96519005,RIOK2;RIOK2,TSS200;TSS200
cg09375284,0.19,0.020,0.604,1.000,chr7,100279738,GIGYF1,Body
cg24588065,-0.15,0.020,0.604,1.000,chr20,60142245,CDH4;CDH4,Body;Body
cg16294668,-0.14,0.020,0.604,1.000,chr12,32675207,FGD4,5'UTR
cg16105143,0.13,0.020,0.604,1.000,chr7,155372629,,
cg20778688,0.18,0.020,0.604,1.000,chr17,35657046,ACACA;ACACA;ACACA;ACACA;ACACA,TSS1500;Body;TSS1500;Body;Body
cg11827550,0.17,0.020,0.604,1.000,chr17,59085490,BCAS3;BCAS3,Body;Body
cg13594138,-0.18,0.020,0.604,1.000,chr15,90326828,,
cg10025467,0.15,0.020,0.604,1.000,chr12,113601519,DDX54;DDX54,Body;Body
cg13531509,-0.35,0.020,0.604,1.000,chr10,79793353,RPS24;RPS24;RPS24;RPS24;RPS24;RPS24,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200
cg22635982,0.14,0.020,0.604,1.000,chr2,219080665,ARPC2;ARPC2,TSS1500;TSS1500
cg20494661,0.20,0.020,0.604,1.000,chr6,34880181,ANKS1A,Body
cg14035969,0.16,0.020,0.604,1.000,chr1,221068423,,
cg25907437,-0.19,0.020,0.604,1.000,chr15,91471632,,
cg16994790,-0.29,0.020,0.604,1.000,chr2,204742903,,
cg14726581,0.16,0.020,0.604,1.000,chr5,1225397,SLC6A18,TSS200
cg23429042,0.13,0.020,0.604,1.000,chr3,32023402,ZNF860;OSBPL10,5'UTR;TSS200
cg24345075,0.22,0.020,0.604,1.000,chr12,92822232,CLLU1;CLLU1OS;CLLU1;CLLU1,3'UTR;TSS1500;Body;Body
cg11743078,-0.15,0.020,0.604,1.000,chr1,87646040,,
cg10437825,0.14,0.020,0.604,1.000,chr8,68334606,CPA6;CPA6,3'UTR;3'UTR
cg01136460,-0.24,0.020,0.604,1.000,chr1,28383024,EYA3;EYA3;EYA3;EYA3;EYA3,Body;5'UTR;Body;Body;Body
cg17326005,0.16,0.020,0.604,1.000,chr10,119236621,,
cg07172298,0.18,0.020,0.604,1.000,chr1,71522856,ZRANB2-AS1,Body
cg06632214,0.17,0.020,0.604,1.000,chr11,314074,IFITM1;IFITM1,1stExon;5'UTR
cg04842215,-0.14,0.020,0.604,1.000,chr14,24899033,CBLN3;KHNYN,TSS1500;TSS200
cg03597159,0.15,0.020,0.604,1.000,chr4,140910561,MAML3,Body
cg12898793,0.14,0.020,0.604,1.000,chr6,32288224,C6orf10,Body
cg18857062,-0.29,0.020,0.604,1.000,chr6,43276478,CRIP3,Body
cg01197556,0.14,0.020,0.604,1.000,chr2,102005029,CREG2,TSS1500
cg02537587,-0.17,0.020,0.605,1.000,chr12,3982809,PARP11,TSS1500
cg06318062,0.16,0.020,0.605,1.000,chr3,193096626,ATP13A5,TSS200
cg11553183,0.16,0.020,0.605,1.000,chr6,30122200,TRIM10;TRIM10,Body;Body
cg03783039,0.17,0.020,0.605,1.000,chr4,184401720,,
cg11299350,0.15,0.020,0.605,1.000,chr6,68836473,,
cg09414557,0.16,0.020,0.605,1.000,chr5,35048098,AGXT2,TSS200
cg13603028,0.19,0.020,0.605,1.000,chr11,67827401,CHKA;CHKA,Body;Body
cg23423852,-0.13,0.020,0.605,1.000,chr17,63053202,GNA13,TSS1500
cg10167562,0.21,0.020,0.605,1.000,chr1,51795193,TTC39A-AS1;TTC39A;TTC39A;TTC39A;TTC39A,TSS200;5'UTR;Body;Body;Body
cg07803545,0.17,0.020,0.605,1.000,chr17,2573531,PAFAH1B1,Body
cg10999505,0.15,0.020,0.605,1.000,chr5,81518540,ATG10;ATG10,Body;Body
cg13777984,0.13,0.020,0.605,1.000,chr13,43931730,ENOX1;ENOX1,Body;Body
cg04114324,0.17,0.020,0.605,1.000,chr4,87620745,PTPN13;PTPN13;PTPN13;PTPN13,Body;Body;Body;Body
cg25842896,0.19,0.020,0.605,1.000,chr1,1335315,CCNL2;CCNL2;CCNL2;CCNL2;LOC148413,TSS1500;TSS1500;TSS1500;TSS1500;Body
cg15831769,0.31,0.020,0.605,1.000,chr10,63660953,ARID5B,TSS200
cg06736783,0.20,0.020,0.605,1.000,chr6,33180088,RING1,Body
cg19752551,-0.15,0.020,0.605,1.000,chr11,57585705,CTNND1;CTNND1;CTNND1;CTNND1;CTNND1;CTNND1;CTNND1;CTNND1;CTNND1;CTNND1;CTNND1;CTNND1;CTNND1,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR
cg15686465,0.17,0.020,0.605,1.000,chr5,98128866,RGMB,Body
cg15160801,-0.10,0.020,0.605,1.000,chr1,153330399,S100A9,5'UTR
cg24079208,0.13,0.020,0.605,1.000,chr11,60506753,MS4A18,Body
cg07256895,-0.12,0.020,0.605,1.000,chr15,56830284,,
cg23180891,-0.20,0.020,0.605,1.000,chr20,19995510,,
cg27051729,0.16,0.020,0.605,1.000,chr6,116649784,DSE,5'UTR
cg04016443,0.16,0.020,0.605,1.000,chr3,12663747,RAF1,5'UTR
cg09365832,0.23,0.020,0.605,1.000,chr2,129109931,,
cg19560473,0.20,0.020,0.605,1.000,chr20,51542710,,
cg24699097,0.15,0.020,0.605,1.000,chr17,29795469,RAB11FIP4,Body
cg19843977,0.17,0.020,0.605,1.000,chr11,86437843,,
cg08757742,0.28,0.020,0.605,1.000,chr5,80256371,RASGRF2,TSS200
cg00768179,0.16,0.020,0.605,1.000,chr1,8083892,ERRFI1,5'UTR
cg04272711,0.15,0.021,0.605,1.000,chr10,62822338,,
cg18295059,0.15,0.021,0.605,1.000,chr16,67427633,TPPP3;TPPP3,TSS200;TSS200
cg00474080,-0.18,0.021,0.605,1.000,chr6,30923243,,
cg17565113,0.19,0.021,0.605,1.000,chr12,52915036,KRT5,TSS1500
cg07675682,-0.12,0.021,0.605,1.000,chr17,78195515,SLC26A11;SLC26A11;SLC26A11;SLC26A11;SGSH,Body;Body;Body;Body;TSS1500
cg03847636,-0.17,0.021,0.605,1.000,chr4,7070632,GRPEL1,TSS1500
cg24853299,0.20,0.021,0.605,1.000,chr10,62674969,RHOBTB1;RHOBTB1;RHOBTB1;RHOBTB1,Body;5'UTR;Body;Body
cg11004752,0.16,0.021,0.605,1.000,chr17,41912979,,
cg11513088,0.47,0.021,0.605,1.000,chr12,26111821,RASSF8;RASSF8,TSS200;TSS200
cg08042364,-0.14,0.021,0.605,1.000,chr5,75842382,IQGAP2;IQGAP2,TSS1500;Body
cg06863132,0.18,0.021,0.605,1.000,chr18,33145265,,
cg05992395,0.17,0.021,0.605,1.000,chr8,110145814,,
cg27362861,-0.20,0.021,0.605,1.000,chr8,23100863,CHMP7,TSS1500
cg07192240,-0.26,0.021,0.605,1.000,chr11,3829780,PGAP2;PGAP2;PGAP2;PGAP2;PGAP2;PGAP2;PGAP2;PGAP2;PGAP2,Body;Body;5'UTR;Body;Body;Body;Body;1stExon;Body
cg04764797,0.17,0.021,0.605,1.000,chr15,77335830,,
cg18544756,0.13,0.021,0.605,1.000,chr10,102672615,SLF2;SLF2;SLF2;SLF2;SLF2;SLF2,5'UTR;5'UTR;5'UTR;1stExon;1stExon;1stExon
cg12666703,0.17,0.021,0.605,1.000,chr8,75110534,,
cg16064292,0.12,0.021,0.605,1.000,chr2,132209012,RNU6-81P,Body
cg11332951,0.15,0.021,0.605,1.000,chr1,2396472,,
cg01844045,-0.40,0.021,0.605,1.000,chr4,38045690,TBC1D1;TBC1D1,Body;Body
cg01947751,-0.20,0.021,0.605,1.000,chr3,196728969,,
cg04820220,-0.20,0.021,0.605,1.000,chr11,46410953,,
cg07066067,0.12,0.021,0.605,1.000,chr16,2755024,KCTD5,Body
cg22536150,-0.25,0.021,0.605,1.000,chr3,142840129,CHST2,Body
cg25720849,0.16,0.021,0.605,1.000,chr4,1321356,MAEA;MAEA,Body;Body
cg01741932,-0.28,0.021,0.605,1.000,chr1,33816074,PHC2;PHC2,TSS1500;Body
cg09798078,0.17,0.021,0.605,1.000,chr6,26103396,HIST1H4C,TSS1500
cg01201151,0.15,0.021,0.605,1.000,chr2,198573107,MARS2;MARS2,1stExon;3'UTR
cg10759927,-0.18,0.021,0.605,1.000,chr20,62687969,TCEA2,TSS1500
cg19329635,0.17,0.021,0.605,1.000,chr5,112294599,,
cg26014711,0.17,0.021,0.605,1.000,chr11,129812599,PRDM10;PRDM10;PRDM10;PRDM10,Body;Body;Body;Body
cg08710786,0.17,0.021,0.605,1.000,chr19,11688603,ACP5;ACP5;ACP5;ACP5,5'UTR;5'UTR;5'UTR;TSS200
cg07843120,-0.24,0.021,0.605,1.000,chr19,34856957,GPI,Body
cg07630189,0.12,0.021,0.605,1.000,chr19,40932106,SERTAD1,TSS200
cg06551595,-0.13,0.021,0.605,1.000,chr18,44340177,,
cg27570083,0.14,0.021,0.605,1.000,chr10,129045412,DOCK1;DOCK1,Body;Body
cg10227358,-0.17,0.021,0.605,1.000,chr17,4545146,ALOX15,TSS200
cg01141269,0.29,0.021,0.605,1.000,chr10,103500682,,
cg13665807,0.13,0.021,0.605,1.000,chr20,60559372,TAF4,Body
cg11469319,0.22,0.021,0.605,1.000,chr5,6667352,SRD5A1,Body
cg14917846,-0.13,0.021,0.605,1.000,chr19,4391454,SH3GL1,Body
cg14234104,0.19,0.021,0.605,1.000,chr11,69931467,ANO1;ANO1,TSS200;Body
cg08291679,0.19,0.021,0.605,1.000,chr8,95544614,KIAA1429;KIAA1429,Body;Body
cg14041727,0.18,0.021,0.605,1.000,chr20,31444028,,
cg01411731,-0.22,0.021,0.605,1.000,chr20,25605041,NANP,TSS1500
cg03847190,0.16,0.021,0.605,1.000,chr2,240326945,,
cg19972598,0.15,0.021,0.605,1.000,chr11,63258052,HRASLS5;HRASLS5;HRASLS5,Body;Body;Body
cg13672649,-0.18,0.021,0.605,1.000,chr1,161102972,DEDD;DEDD;DEDD,TSS1500;TSS1500;TSS1500
cg09759719,0.19,0.021,0.605,1.000,chr2,48956876,GTF2A1L;LHCGR,Body;Body
cg00026857,0.14,0.021,0.605,1.000,chr12,6619803,NCAPD2,Body
cg01419035,-0.20,0.021,0.605,1.000,chr22,50499580,MLC1;MLC1,3'UTR;3'UTR
cg06338245,0.18,0.021,0.605,1.000,chr10,33515103,NRP1;NRP1;NRP1;NRP1;NRP1;NRP1,Body;Body;Body;Body;Body;Body
cg21607465,0.20,0.021,0.605,1.000,chr4,178360804,AGA;AGA;AGA,Body;Body;Body
cg06136451,-0.32,0.021,0.605,1.000,chr15,94110091,,
cg00169917,0.22,0.021,0.605,1.000,chr10,120514287,C10orf46;C10orf46,1stExon;5'UTR
cg03998480,-0.12,0.021,0.605,1.000,chr22,26949298,TPST2;TPST2,5'UTR;5'UTR
